address;available;building_material;building_type;construction_status;district;equipment_dishwasher;equipment_fridge;equipment_oven;equipment_stove;equipment_tv;equipment_washing_machine;extras_air_conditioning;extras_balcony;extras_basement;extras_furniture;extras_garage;extras_garden;extras_lift;extras_separate_kitchen;extras_swimming_pool;extras_terrace;extras_two_storey;extras_usable_room;floor_num;heating;id;latitude;link;longitude;market;media_cable-television;media_internet;media_phone;ownership;page_views;price;price_currency;publicated;rent;rooms;security_alarm;security_anti_burglary_door;security_closed_area;security_entryphone;security_monitoring;security_roller_shutters;security_security;surface;updated;window;year_of_construction
Warszawa, Bemowo,  gen. Meriana C. Coopera;.;.;block;to_completion;Bemowo;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;parter (z 3);.;55486452;52.23824636958341;https://www.otodom.pl/oferta/mieszkanie-dwupokojowe-z-tarasem-ID3KOyM.html;20.89285767354126;primary;0;0;0;.;229;402906;PLN;29.08.2018;.;2;0;0;0;0;0;0;0;50.68;05.09.2018;.;.
Warszawa, Bia³o³êka, Skarbka z Gór;.;.;.;.;Bia³o³êka;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;3 (z 3);.;54802396;52.32019;https://www.otodom.pl/oferta/mieszkanie-warszawa-bialoleka-ID3HVBC.html;21.05891;secondary;0;0;0;full_ownership;377;497000;PLN;ponad 14 dni temu;.;3;0;0;0;0;0;0;0;72;09.09.2018;.;2003
Warszawa, Wola, S³awiñska;.;brick;apartment;ready_to_use;Wola;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1 (z 4);urban;55110520;52.2244425;https://www.otodom.pl/oferta/mieszkanie-2-pokojowe-wola-inwestycja-7-netto-ID3JeLm.html;20.9708741;primary;1;1;0;.;409;505000;PLN;ponad 14 dni temu;.;2;0;0;0;0;1;0;0;41.75;01.09.2018;plastic;2017
Warszawa, Ochota, Grójecka;.;.;block;.;Ochota;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;> 10;.;54848948;52.2112358;https://www.otodom.pl/oferta/ochota-45-m2-2-pokoje-ul-grojecka-ID3I8Is.html;20.9764535;secondary;0;0;0;.;392;429000;PLN;ponad 14 dni temu;.;2;0;0;0;0;0;0;0;45;04.09.2018;plastic;.
Warszawa, Bielany, Starej Baœni;1 Wrzeœnia 2018;concrete_plate;block;.;Bielany;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;3 (z 10);urban;54694444;52.27296;https://www.otodom.pl/oferta/dla-singla-dla-pary-na-piaskach-ostatnie-takie-ID3Huvs.html;20.94421;secondary;1;1;0;full_ownership;1545;365000;PLN;ponad 14 dni temu;.;2;0;0;0;1;1;0;0;37.2;08.09.2018;.;1973
Warszawa, Praga-Po³udnie, Skaryszewska;.;brick;tenement;.;Praga-Po³udnie;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2 (z 5);urban;55458260;52.24872331;https://www.otodom.pl/oferta/promocyjny-apartament-37-5m2-3m-ID3KHe4.html;21.04761193;primary;0;0;0;full_ownership;282;402855;PLN;28.08.2018;.;2;0;0;0;0;0;0;0;37.65;28.08.2018;wooden;2019
Warszawa, Mokotów, Woronicza;.;.;.;ready_to_use;Mokotów;0;0;0;0;0;0;1;1;0;1;1;0;1;0;0;0;1;0;5 (z 7);.;55330940;52.188984;https://www.otodom.pl/oferta/mieszkanie-70-66-m-warszawa-ID3Ka6v.html;21.0064458;secondary;1;1;0;full_ownership;362;1260000;PLN;ponad 14 dni temu;700 z³;2;0;0;0;0;0;0;0;70.66;ponad 14 dni temu;wooden;2012
Warszawa, Targówek,  Pszczyñska;2 Sierpnia 2018;reinforced_concrete;apartment;ready_to_use;Targówek;0;1;1;1;0;1;0;1;0;1;0;0;0;1;0;0;0;1;2 (z 2);urban;55121444;52.28795869486507;https://www.otodom.pl/oferta/przytulne-i-estetyczne-mieszkanie-2-pok-na-zaciszu-ID3JhBy.html;21.077686703796388;secondary;1;1;1;full_ownership;1446;430000;PLN;ponad 14 dni temu;500 z³;2;0;1;0;1;1;0;0;58;05.09.2018;plastic;2007
Warszawa, Mokotów, 2-pokojowe mieszkanie w presti¿owej okolicy! du¿y balkon, Mieszkanie bardzo jasne;.;.;.;.;Mokotów;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 (z 6);.;54999232;52.197219574162;https://www.otodom.pl/oferta/mieszkanie-41-53-m-warszawa-ID3ILOo.html;21.046764214114;primary;0;0;0;.;243;452260;PLN;ponad 14 dni temu;.;2;0;0;0;0;0;0;0;41.53;ponad 14 dni temu;.;2019
Warszawa, Stara Ochota,  Winnicka;.;.;block;ready_to_use;Stara Ochota;0;1;1;1;0;1;0;1;1;0;0;0;1;1;0;0;0;0;1 (z 6);urban;55575604;52.212642445152596;https://www.otodom.pl/oferta/rejon-teatru-och-ul-winnicka-ciche-i-p-kuchnia-ID3LbKI.html;20.979604965862517;secondary;1;1;0;cooperative_ownership_with_mortgage_register;490;289000;PLN;05.09.2018;300 z³;1;0;0;0;1;0;0;0;26.2;05.09.2018;plastic;1969
Warszawa, Œródmieœcie, Œliska;.;concrete_plate;block;ready_to_use;Œródmieœcie;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;7 (z 14);.;55623388;52.2319766;https://www.otodom.pl/oferta/mieszkanie-36-60-m-warszawa-ID3Lobq.html;20.9994217;secondary;1;1;0;.;102;453000;PLN;07.09.2018;450 z³;2;0;0;0;0;0;0;0;36.6;08.09.2018;.;1968
Warszawa, Praga-Pó³noc, Ratuszowa;.;brick;tenement;.;Praga-Pó³noc;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;2 (z 3);urban;55421020;52.2573263;https://www.otodom.pl/oferta/3-pok-mieszkanie-w-kamienicy-po-remoncie-na-pradze-ID3Kxxq.html;21.0309009;secondary;0;1;0;.;278;870000;PLN;ponad 14 dni temu;.;3;0;1;0;1;0;0;0;91;ponad 14 dni temu;plastic;1929
Warszawa, Ursynów, K³obucka;.;.;.;.;Ursynów;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3 (z 4);.;55065508;52.1635812;https://www.otodom.pl/oferta/piekne-2-pokoje-43-39-m-3-pietro-odbior-2019-ID3J33m.html;20.9922671;primary;0;0;0;full_ownership;441;347000;PLN;ponad 14 dni temu;.;2;0;0;0;0;0;0;0;43.39;05.09.2018;.;2019
Warszawa, Ursynów;1 Wrzeœnia 2018;.;row_house;.;Ursynów;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;8 (z 8);urban;55198148;52.131813;https://www.otodom.pl/oferta/cisza-ostatniego-petra-i-panorama-az-po-horyzont-ID3JByI.html;21.07192;secondary;0;1;1;full_ownership;476;895000;PLN;ponad 14 dni temu;900 z³;3;0;0;0;0;0;0;0;80.6;07.09.2018;plastic;2005
Warszawa, Praga-Pó³noc, Stalowa;.;.;.;.;Praga-Pó³noc;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 (z 6);.;54769108;52.2610724;https://www.otodom.pl/oferta/3-pokoje-z-balkonem-ID3HNVI.html;21.0431214;primary;0;0;0;.;204;559100;PLN;ponad 14 dni temu;.;3;0;0;0;0;0;0;0;64.28;07.09.2018;.;2020
Warszawa, Ursus, Kameralne osiedle! Oddana inwestycja!;.;.;.;.;Ursus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3 (z 3);.;55382616;52.190119150958;https://www.otodom.pl/oferta/kameralne-osiedle-oddana-inwestycja-ID3Kny0.html;20.876402349213;primary;0;0;0;.;267;442994;PLN;ponad 14 dni temu;.;3;0;0;0;0;0;0;0;59.88;29.08.2018;.;2018
Warszawa, Bielany, Encyklopedyczna;.;.;apartment;.;Bielany;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;3 (z 5);urban;55568404;52.3047431;https://www.otodom.pl/oferta/mieszkanie-80-m-warszawa-ID3L9SA.html;20.926738;secondary;0;0;0;full_ownership;172;785000;PLN;04.09.2018;.;3;0;0;1;1;0;0;0;80;04.09.2018;plastic;2009
Warszawa, Wyglêdów;.;other;block;ready_to_use;Wyglêdów;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1 (z 10);urban;55420536;52.20003;https://www.otodom.pl/oferta/kawalerka-29-m-etiudy-rewolucyjnej-ID3KxpC.html;20.99274;secondary;1;0;0;cooperative_ownership_with_mortgage_register;673;315000;PLN;ponad 14 dni temu;.;1;0;0;0;1;0;0;0;29;28.08.2018;plastic;.
Warszawa;.;.;apartment;.;.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4 (z 4);.;52821127;52.166239216026355;https://www.otodom.pl/oferta/penthouse-z-pieknym-100-metrowym-tarasem-ID3zDbF.html;21.075924433593755;secondary;0;0;0;.;3380;2300000;PLN;ponad 14 dni temu;.;7;0;0;0;0;0;0;0;205;27.08.2018;.;.
Warszawa, Ursynów, Nowoursynowska;.;brick;house;to_renovation;Ursynów;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;2 (z 4);other;55552456;52.1511456;https://www.otodom.pl/oferta/trzy-pokoje-i-kuchnia-dla-rodziny-ID3L5Jm.html;21.0589939;secondary;1;1;1;full_ownership;251;649900;PLN;04.09.2018;715 z³;3;0;0;0;0;1;0;0;77.6;09.09.2018;wooden;2001
Warszawa, Mokotów,  Bukowiñska;.;other;.;to_completion;Mokotów;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1 (z 7);.;55590400;52.1823249;https://www.otodom.pl/oferta/piekny-4-pokojowy-apartament-ID3LfBm.html;21.0258847;primary;0;0;0;.;253;915372;PLN;05.09.2018;.;4;0;0;0;1;1;0;0;97.38;08.09.2018;.;.
Warszawa, Grochów, Podskarbiñska;.;brick;tenement;ready_to_use;Grochów;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2 (z 3);urban;55481764;52.252098;https://www.otodom.pl/oferta/mieszkanie-z-dusza-do-zamieszkania-od-zaraz-ID3KNla.html;21.0741978;secondary;0;0;0;full_ownership;299;499000;PLN;29.08.2018;500 z³;3;0;0;0;0;0;0;0;52;29.08.2018;plastic;1955
Warszawa, W³ochy;.;.;block;.;W³ochy;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1 (z 3);urban;55021056;52.205398;https://www.otodom.pl/oferta/wlochy-3-pokoje-68m2-apartament-ID3IRuo.html;20.92758;primary;0;0;0;full_ownership;330;544000;PLN;ponad 14 dni temu;.;3;0;0;0;0;0;0;0;68;ponad 14 dni temu;plastic;2018
Warszawa, Saska Kêpa;.;brick;tenement;.;Saska Kêpa;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;1 (z 2);.;54802412;52.23059;https://www.otodom.pl/oferta/saska-kepa-4-pokoje-kamienica-ID3HVBS.html;21.06051;secondary;0;0;0;.;742;1900000;PLN;ponad 14 dni temu;.;4;0;0;0;0;0;0;0;120;09.09.2018;plastic;1936
Warszawa, Ursynów, AKTUALNA PROMOCJA: gara¿ za 1,23z³ + PREZENT!;.;.;.;.;Ursynów;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2 (z 4);.;55640200;52.167799049458;https://www.otodom.pl/oferta/mieszkanie-67-80-m-warszawa-ID3LsyA.html;20.994272232056;primary;0;0;0;.;72;485000;PLN;08.09.2018;.;3;0;0;0;0;0;0;0;67.8;08.09.2018;.;2019
Warszawa, Tarchomin, Œwiderska;.;reinforced_concrete;block;ready_to_use;Tarchomin;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;6 (z 7);urban;53544424;52.3155732;https://www.otodom.pl/oferta/nowoczesne-dwupokojowe-mieszkanie-tarchomin-ID3CFlK.html;20.9540662;secondary;1;1;1;full_ownership;5237;365000;PLN;ponad 14 dni temu;.;2;0;0;0;0;0;0;0;52.23;09.09.2018;plastic;2007
Warszawa, Bia³o³êka, Przyrzecze;12 Maja 2019;breezeblock;house;to_completion;Bia³o³êka;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;parter;gas;55205652;52.32899;https://www.otodom.pl/oferta/mieszkanie-78m2-ogrodek-300m2-bezczynszowe-ID3JDwK.html;21.00768;primary;1;1;1;full_ownership;570;420000;PLN;ponad 14 dni temu;.;3;1;1;1;1;0;0;0;78;07.09.2018;plastic;2018
Warszawa, Ursynów, Nowoursynowska;.;brick;apartment;ready_to_use;Ursynów;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;4 (z 4);other;55234020;52.1515437;https://www.otodom.pl/oferta/mieszkanie-140-m-warszawa-ID3JKTi.html;21.0585672;secondary;1;1;1;.;635;1259000;PLN;ponad 14 dni temu;1 200 z³;5;0;0;0;0;0;0;0;140;09.09.2018;.;2000
Warszawa, Praga-Pó³noc, Wileñska;.;brick;block;to_renovation;Praga-Pó³noc;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5 (z 6);.;55411464;52.2581206;https://www.otodom.pl/oferta/mieszkanie-16-02-m-warszawa-ID3Kw3i.html;21.0401514;secondary;0;0;0;full_ownership;471;199000;PLN;ponad 14 dni temu;250 z³;1;0;0;0;0;1;0;0;16.02;08.09.2018;.;1955
Warszawa, Bia³o³êka,  Marywilska 58;.;.;block;to_completion;Bia³o³êka;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;1 (z 5);.;54205948;52.31865546952844;https://www.otodom.pl/oferta/mieszkanie-1-pokojowe-nowe-29m-warszawa-c-223-ID3Frru.html;20.998839439086904;primary;1;1;1;.;1011;198268;PLN;ponad 14 dni temu;.;1;0;0;1;1;1;0;0;29.2;03.09.2018;.;2019
Warszawa, Goc³awek;.;.;apartment;ready_to_use;Goc³awek;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1 (z 3);.;55295372;52.232903583387866;https://www.otodom.pl/oferta/nowe-budownictwo-dla-wymagajacych-okolice-ul-marsa-ID3K0QQ.html;21.134436201171876;secondary;0;1;0;full_ownership;498;439000;PLN;ponad 14 dni temu;500 z³;2;0;0;1;1;1;0;0;49;ponad 14 dni temu;.;2008
Warszawa, Bia³o³êka, Aluzyjna;.;.;block;ready_to_use;Bia³o³êka;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;8 (z 8);urban;55365792;52.348388;https://www.otodom.pl/oferta/trzy-pokoje-duzy-balkon-komorka-i-m-postojowe-ID3KjaE.html;20.940311;secondary;1;1;1;full_ownership;606;599000;PLN;ponad 14 dni temu;580 z³;3;0;0;0;0;1;0;0;85.8;06.09.2018;plastic;2013
Warszawa, Kamionek, Skaryszewska;1 Lipca 2019;brick;tenement;.;Kamionek;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1 (z 4);urban;55309280;52.24937;https://www.otodom.pl/oferta/dwupokojowe-mieszkanie-w-kamienicy-z-1937r-ID3K4ta.html;21.04864;primary;0;0;0;full_ownership;311;486700;PLN;ponad 14 dni temu;.;2;0;0;0;1;0;0;0;37.56;ponad 14 dni temu;.;2019
Warszawa, Bemowo, Pirenejska;.;.;block;ready_to_use;Bemowo;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;3 (z 5);.;55403544;52.255932;https://www.otodom.pl/oferta/mieszkanie-2-pokojowe-z-komorka-i-garazem-chroni-ID3KsZy.html;20.9145285;secondary;1;1;0;full_ownership;295;539000;PLN;ponad 14 dni temu;450 z³;2;0;0;0;0;0;0;0;57.29;ponad 14 dni temu;plastic;2008
Warszawa, Bia³o³êka, Kartograficzna;.;.;block;to_completion;Bia³o³êka;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 (z 2);.;55617420;52.3127422;https://www.otodom.pl/oferta/najtansza-kawalerka-bezposrednio-niska-zabudowa-ID3LmDa.html;21.0729753;secondary;0;0;0;full_ownership;141;199000;PLN;07.09.2018;.;1;0;1;1;1;1;0;0;27.71;07.09.2018;.;2018
Warszawa, Sielce, Konduktorska;.;brick;.;to_completion;Sielce;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1 (z 2);.;55550516;52.2005721;https://www.otodom.pl/oferta/mieszkanie-44-10-m-warszawa-ID3L5e4.html;21.029504;primary;0;0;0;full_ownership;141;657090;PLN;03.09.2018;.;3;0;0;1;0;0;0;0;44.1;03.09.2018;.;2019
Warszawa, Wilanów, Aleja Rzeczypospolitej;.;concrete;apartment;ready_to_use;Wilanów;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;2 (z 3);.;55021348;52.23614;https://www.otodom.pl/oferta/najbardziej-przytulne-i-klimatyczne-3-pokoje-w-oko-ID3IRz6.html;21.00817;secondary;0;0;0;full_ownership;603;595000;PLN;ponad 14 dni temu;.;3;0;0;1;0;0;0;0;60;ponad 14 dni temu;.;2016
Warszawa, Mokotów,  Augustówka;.;brick;block;to_completion;Mokotów;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;1 (z 4);urban;55580448;52.1867818;https://www.otodom.pl/oferta/nowa-inwestycja-4-pokoje-okazja-76m2-ID3Ld0Q.html;21.0817829;primary;1;1;0;.;150;586620;PLN;05.09.2018;.;4;0;0;1;1;1;0;0;75.69;05.09.2018;plastic;.
Warszawa, Mokotów, Górska;1 Kwietnia 2018;other;apartment;.;Mokotów;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1 (z 4);urban;53592544;52.20619;https://www.otodom.pl/oferta/komfortowe-4-pokoje-blisko-lazienek-krolewskich-ID3CRRS.html;21.03655;primary;1;1;1;.;712;2387331;PLN;ponad 14 dni temu;.;4;0;1;1;1;1;0;0;139.61;ponad 14 dni temu;.;2018
Warszawa, Rembertów;31 Grudnia 2018;.;apartment;.;Rembertów;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;1;0;1;parter (z 2);urban;55479924;52.2560564837369;https://www.otodom.pl/oferta/mieszkanie-z-ogrodem-15-minut-do-centrum-ID3KMRu.html;21.1547020185852;primary;0;0;0;.;430;360000;PLN;29.08.2018;.;2;0;0;1;1;0;0;0;58;03.09.2018;.;2018
Warszawa, Œródmieœcie, Ho¿a;.;.;tenement;to_renovation;Œródmieœcie;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1 (z 5);urban;55451328;52.227635;https://www.otodom.pl/oferta/hoza-wilcza-cicho-ip-ID3KFqg.html;21.02151;secondary;1;1;0;full_ownership;365;609000;PLN;27.08.2018;.;2;0;0;1;0;0;0;0;49.2;06.09.2018;.;1939
Warszawa, Mokotów, Soczi;.;.;.;.;Mokotów;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;10 (z 11);.;55409624;52.1816169;https://www.otodom.pl/oferta/mieszkanie-42-m-warszawa-ID3KuzC.html;21.0526256;secondary;0;0;0;cooperative_ownership;592;377000;PLN;ponad 14 dni temu;.;3;0;0;0;0;0;0;0;42;ponad 14 dni temu;.;1976
Warszawa, Stare Bielany, Dani³owskiego;.;concrete_plate;block;.;Stare Bielany;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10 (z 10);.;55320420;52.27;https://www.otodom.pl/oferta/mieszkanie-46-50-m-warszawa-ID3K7mQ.html;20.95;secondary;0;0;0;.;425;489000;PLN;ponad 14 dni temu;.;3;0;0;0;0;0;0;0;46.5;31.08.2018;plastic;1965
Warszawa, Bia³o³êka, Che³m¿yñska;.;.;block;to_completion;Bia³o³êka;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;2 (z 4);.;55251196;52.2584405;https://www.otodom.pl/oferta/deweloper-2-3-pokoje-taras-od-10m2-ID3JPmk.html;21.1268743;primary;1;1;0;full_ownership;674;194000;PLN;ponad 14 dni temu;.;2;0;0;1;1;1;0;0;33.06;ponad 14 dni temu;plastic;2018
Warszawa, Bia³o³êka, Pod³u¿na;.;brick;block;ready_to_use;Bia³o³êka;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;parter (z 2);urban;55392460;52.3197049;https://www.otodom.pl/oferta/mieszkanie-57-m-warszawa-ID3Kq6M.html;21.0740099;secondary;1;1;1;full_ownership;379;357000;PLN;ponad 14 dni temu;550 z³;3;0;0;0;0;0;0;0;57;06.09.2018;plastic;2010
Warszawa, Nowodwory, Pas³êcka;.;brick;block;ready_to_use;Nowodwory;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3 (z 3);.;55516640;52.3320154;https://www.otodom.pl/oferta/dwupoziomowe-mieszkanie-os-pod-debami-paslecka-ID3KVpG.html;20.9485038;secondary;1;1;0;cooperative_ownership_with_mortgage_register;281;444000;PLN;31.08.2018;500 z³;3;0;0;0;0;0;0;0;79;08.09.2018;plastic;2001
Warszawa, Praga-Pó³noc, Stefana Okrzei;.;.;.;.;Praga-Pó³noc;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6 (z 8);.;54947772;52.2502007;https://www.otodom.pl/oferta/port-praski-mieszkanie-dwupokojowe-ID3Iyqo.html;21.0331015;primary;0;0;0;full_ownership;562;468341;PLN;ponad 14 dni temu;.;2;0;0;0;0;0;0;0;38.91;ponad 14 dni temu;.;2019
Warszawa, Wyglêdów, ¯wirki i Wigury;.;brick;apartment;to_completion;Wyglêdów;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2 (z 7);urban;55421052;52.19608433;https://www.otodom.pl/oferta/nowy-apartament-marina-mokotow-ID3KxxV.html;20.98463097;secondary;0;0;0;full_ownership;323;690000;PLN;ponad 14 dni temu;400 z³;3;0;0;0;0;0;0;0;54.52;07.09.2018;plastic;2020
Warszawa, Górny Mokotów, Przy  Narbutta;1 Wrzeœnia 2018;brick;tenement;ready_to_use;Górny Mokotów;1;1;1;1;1;1;1;1;0;0;1;0;1;1;0;0;0;0;4 (z 5);urban;55538040;52.20417;https://www.otodom.pl/oferta/winda-balkon-1936-r-po-remoncie-okazja-ID3L1YQ.html;21.00083;secondary;0;0;0;full_ownership;505;685000;PLN;03.09.2018;.;2;0;0;0;0;0;0;0;65;03.09.2018;plastic;1936
Warszawa, Stara Ochota, Nieopodal pl. Narutowicza/ciche/balkon/klimat;.;brick;tenement;ready_to_use;Stara Ochota;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4 (z 4);urban;55564896;52.21946577;https://www.otodom.pl/oferta/przy-pl-narutowicza-ciche-balkon-klimat-ID3L8Y0.html;20.98199844;secondary;1;1;0;full_ownership;266;1325000;PLN;04.09.2018;.;4;0;0;0;0;0;0;0;112;08.09.2018;.;1930
Warszawa, Rembertów;31 Grudnia 2018;.;apartment;.;Rembertów;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;1;0;1;parter (z 2);.;55479772;52.25597767388197;https://www.otodom.pl/oferta/duzy-apartament-z-ogrodem-okazyjna-cena-ID3KMP2.html;21.155152629699703;primary;0;0;0;.;309;542000;PLN;29.08.2018;.;3;0;0;1;1;0;0;0;87;03.09.2018;.;2018
Warszawa, Ochota, Rokosowska;.;.;tenement;.;Ochota;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4 (z 6);.;55632568;52.214869313383;https://www.otodom.pl/oferta/2-pokoje-na-ochocie-ID3Lqzu.html;20.972798903705;secondary;0;0;0;.;170;530000;PLN;07.09.2018;.;2;0;0;0;0;0;0;0;51;07.09.2018;.;1953
Warszawa, Wola;.;.;apartment;.;Wola;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5 (z 5);.;55255072;52.23338;https://www.otodom.pl/oferta/kawalerka-gotowa-w-tym-roku-ID3JQmQ.html;20.95718;secondary;0;0;0;.;462;300000;PLN;ponad 14 dni temu;.;1;0;0;0;0;0;0;0;28.17;ponad 14 dni temu;.;2018
Warszawa, Wawer;.;.;house;to_completion;Wawer;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;1 (z 1);gas;55510480;52.19622;https://www.otodom.pl/oferta/idealne-dla-twojej-rodziny-cisza-i-zielen-ID3KUOk.html;21.17823;primary;0;0;0;full_ownership;551;450000;PLN;31.08.2018;.;5;0;0;1;0;0;0;0;100;31.08.2018;plastic;2019
Warszawa, Targówek, Che³m¿yñska;.;.;block;to_completion;Targówek;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;2 (z 4);.;55489068;52.2584714;https://www.otodom.pl/oferta/deweloper-2-3-pokoje-taras-od-10m2-ID3KPeY.html;21.1268676;primary;1;1;0;full_ownership;382;220000;PLN;30.08.2018;.;2;0;0;1;1;1;0;0;38.08;30.08.2018;plastic;2018
Warszawa, Mokotów,  Aleja gen. W³adys³awa Sikorskiego;.;other;apartment;to_completion;Mokotów;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;parter (z 7);.;55507720;52.1828338;https://www.otodom.pl/oferta/promocyjna-cena-gotowe-mieszkanie-na-mokotowie-ID3KU5O.html;21.045275;primary;0;0;0;.;269;497716;PLN;31.08.2018;.;3;0;1;1;1;1;0;0;70.27;01.09.2018;.;2018
Warszawa, Górny Mokotów, Bukowiñska;.;other;apartment;.;Górny Mokotów;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;> 10 (z 17);.;55462144;52.26165;https://www.otodom.pl/oferta/apartament-na-bukowinskiej-z-pieknym-widokiem-ID3KIeI.html;21.16817;secondary;0;0;0;full_ownership;265;700000;PLN;28.08.2018;.;2;0;0;0;0;0;0;0;68;29.08.2018;.;2000
Warszawa, Ochota, Opaczewska;.;.;block;.;Ochota;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;8 (z 8);urban;55568968;52.2111359;https://www.otodom.pl/oferta/mieszkanie-56-m-warszawa-ID3La1G.html;20.9628906;secondary;0;0;0;full_ownership;190;550000;PLN;04.09.2018;.;2;0;0;0;1;0;0;0;56;04.09.2018;plastic;1970
Warszawa, Praga-Po³udnie, rondo Wiatraczna;.;.;apartment;to_completion;Praga-Po³udnie;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;10 (z 17);urban;54622696;52.2444985;https://www.otodom.pl/oferta/2-pokoje-z-widokiem-na-centrum-rondo-wiatraczna-ID3HbRe.html;21.08597782;secondary;0;0;0;.;1376;419000;PLN;ponad 14 dni temu;.;2;0;0;0;0;1;0;0;40.91;28.08.2018;plastic;2018
Warszawa, Targówek, Wyspowa;.;.;block;ready_to_use;Targówek;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;parter (z 3);.;55198332;52.28859;https://www.otodom.pl/oferta/idealne-dla-rodziny-2-miejsca-postojowe-ID3JBBG.html;21.0831137;secondary;1;1;1;full_ownership;1426;550000;PLN;ponad 14 dni temu;700 z³;4;0;0;0;0;1;0;0;83.04;09.09.2018;plastic;2005
Warszawa, M³ynów, Radziwie;.;other;block;.;M³ynów;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2 (z 12);urban;55190132;52.2447688;https://www.otodom.pl/oferta/mieszkanie-39-m-warszawa-ID3Jztq.html;20.9621816;secondary;0;1;0;full_ownership;533;399000;PLN;ponad 14 dni temu;360 z³;2;0;1;1;1;1;0;0;39;06.09.2018;plastic;2011
