address;available;building_material;building_type;construction_status;district;equipment_dishwasher;equipment_fridge;equipment_oven;equipment_stove;equipment_tv;equipment_washing_machine;extras_air_conditioning;extras_balcony;extras_basement;extras_furniture;extras_garage;extras_garden;extras_lift;extras_separate_kitchen;extras_swimming_pool;extras_terrace;extras_two_storey;extras_usable_room;floor_num;heating;id;latitude;link;longitude;market;media_cable-television;media_internet;media_phone;ownership;page_views;price;price_currency;publicated;rent;rooms;security_alarm;security_anti_burglary_door;security_closed_area;security_entryphone;security_monitoring;security_roller_shutters;security_security;surface;updated;window;year_of_construction
Warszawa, Bia³o³êka,  P³ochociñska;.;other;apartment;to_completion;Bia³o³êka;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;2 (z 4);.;55627856;52.3365764;https://www.otodom.pl/oferta/gotowe-3-pokoje-z-widna-kuchnia-blisko-pkp-ID3Lplu.html;21.0293071;primary;0;0;0;full_ownership;100;384000;PLN;07.09.2018;.;3;0;1;1;1;0;0;0;70;07.09.2018;.;2017
Warszawa, Œródmieœcie, Dzika;.;.;apartment;.;Œródmieœcie;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;4 (z 10);.;55399616;52.2530348;https://www.otodom.pl/oferta/mieszkanie-94-m-warszawa-ID3KrYc.html;20.9848431;secondary;1;1;0;full_ownership;288;1280000;PLN;ponad 14 dni temu;.;3;0;0;0;0;1;0;0;94;06.09.2018;.;2000
Warszawa, Bia³o³êka,  Marywilska;3 Wrzeœnia 2018;brick;block;to_renovation;Bia³o³êka;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;1 (z 2);.;55547656;52.31740224891243;https://www.otodom.pl/oferta/sprzedam-pilnie-bezposrednio-1-lub-2-pokoje-ID3L4tV.html;21.000241450756835;secondary;1;1;0;full_ownership;573;195000;PLN;03.09.2018;236 z³;1;0;0;1;1;0;0;0;35;06.09.2018;.;.
Warszawa, W³ochy, Strubiczów;.;reinforced_concrete;block;ready_to_use;W³ochy;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3 (z 4);urban;55562080;52.193511;https://www.otodom.pl/oferta/bliskie-wlochy-ciche-sloneczne-2-pokoje-38-m2-ID3L8eA.html;20.962744;secondary;1;1;0;cooperative_ownership_with_mortgage_register;167;335000;PLN;04.09.2018;340 z³;2;0;0;0;0;0;0;0;38;04.09.2018;plastic;1964
Warszawa, Praga-Pó³noc, Stalowa;.;.;.;.;Praga-Pó³noc;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3 (z 6);.;54769076;52.2610724;https://www.otodom.pl/oferta/inwestycyjnie-kawalerka-150m-od-stacji-metra-ID3HNVc.html;21.0431214;primary;0;0;0;full_ownership;274;282336;PLN;ponad 14 dni temu;.;1;0;0;0;0;0;0;0;30.77;07.09.2018;.;2020
Warszawa, Wilanów, Franciszka Klimczaka;.;brick;apartment;ready_to_use;Wilanów;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;2 (z 4);other;55590216;52.1627375;https://www.otodom.pl/oferta/2-pokoje-z-podwojnym-parkingiem-m-wilanow-ID3Lfyo.html;21.0793286;secondary;1;1;0;full_ownership;228;550000;PLN;05.09.2018;550 z³;2;0;0;0;0;1;0;0;58;07.09.2018;wooden;2010
Warszawa, Mokotów,  Rajska;.;brick;apartment;ready_to_use;Mokotów;1;1;1;1;1;1;0;1;0;1;1;0;1;0;0;1;0;0;7 (z 7);urban;55363408;52.1924436;https://www.otodom.pl/oferta/apartament-mokotow-rajska-110m-4p-lux-ID3Kiyc.html;20.989338;secondary;1;1;1;.;337;1287000;PLN;ponad 14 dni temu;.;4;0;1;1;1;1;0;0;110;ponad 14 dni temu;wooden;.
Warszawa, Brzeziny, Twórcza;.;brick;block;ready_to_use;Brzeziny;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;2 (z 2);gas;55407900;52.329999694824;https://www.otodom.pl/oferta/mieszkanie-51-13-m-warszawa-ID3Ku7O.html;21.050000915527;secondary;0;0;0;.;339;395000;PLN;ponad 14 dni temu;.;2;0;0;1;0;1;0;0;51.13;06.09.2018;.;2011
Warszawa, Praga-Pó³noc,  Tysi¹clecia;.;.;block;to_renovation;Praga-Pó³noc;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;4 (z 9);.;55395764;52.256024;https://www.otodom.pl/oferta/mieszkanie-pragapolnoc-al-tysiaclecia-3pokoje-61m2-ID3KqY4.html;21.05298;secondary;0;0;0;cooperative_ownership;1049;365000;PLN;ponad 14 dni temu;300 z³;3;0;0;0;0;0;0;0;61.5;ponad 14 dni temu;plastic;1965
Warszawa, Kamionek,  Grochowska;.;brick;apartment;ready_to_use;Kamionek;0;1;1;1;0;1;0;0;1;1;1;1;1;0;0;1;0;0;2 (z 6);gas;54712424;52.2468704846288;https://www.otodom.pl/oferta/mieszkanie-z-wlasnym-ogrodkiem-kamionek-ID3Hzcs.html;21.06373344451904;secondary;1;1;1;full_ownership;2129;485000;PLN;ponad 14 dni temu;700 z³;2;0;0;1;1;1;0;0;51;05.09.2018;plastic;2005
Warszawa, Wawer,  Klasyków;.;.;apartment;to_completion;Wawer;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2 (z 3);.;55559276;52.335143;https://www.otodom.pl/oferta/kawalerka-w-malowniczej-okolicy-swietna-oferta-ID3L7wm.html;20.9758045;primary;0;0;0;.;177;241100;PLN;04.09.2018;.;1;0;0;1;0;1;0;0;28.2;06.09.2018;.;.
Warszawa, Praga-Po³udnie, Miêdzynarodowa;.;concrete_plate;block;.;Praga-Po³udnie;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;4 (z 10);.;55587276;52.2384565;https://www.otodom.pl/oferta/mieszkanie-48-82-m-warszawa-ID3LeMY.html;21.0634712;secondary;1;1;0;full_ownership;128;450000;PLN;05.09.2018;530 z³;3;0;0;0;0;0;0;0;48.82;05.09.2018;plastic;1968
Warszawa, Wola, Kawalerka w super cenie z widokiem na centrum!;.;.;.;.;Wola;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;> 10 (z 14);.;55094672;52.222623320854;https://www.otodom.pl/oferta/kawalerka-w-super-cenie-z-widokiem-na-centrum-xip-ID3JaDK.html;20.957766868054;secondary;1;1;1;.;1755;254000;PLN;ponad 14 dni temu;.;1;0;0;0;0;0;0;0;22.65;08.09.2018;.;2018
Warszawa, Augustówka, Augustówka;.;.;apartment;.;Augustówka;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;3 (z 4);.;55456124;52.182865;https://www.otodom.pl/oferta/garaz-gratis-ID3KGFC.html;21.07937;primary;0;0;0;.;595;523994;PLN;27.08.2018;.;3;0;0;0;0;0;0;0;67.18;02.09.2018;plastic;.
Warszawa, Bia³o³êka, G³êbocka;.;.;block;.;Bia³o³êka;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;parter (z 4);boiler_room;55568480;52.3102751;https://www.otodom.pl/oferta/mieszkanie-70-m-warszawa-ID3L9TO.html;21.0620732;secondary;0;0;0;full_ownership;149;510000;PLN;04.09.2018;800 z³;3;0;0;1;1;0;0;0;70;04.09.2018;plastic;2000
Warszawa, Ksawerów;.;.;.;.;Ksawerów;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1 (z 2);urban;55172640;52.18696;https://www.otodom.pl/oferta/atrakcyjne-3-pokojowe-mieszkanie-na-mokotowie-ID3JuWi.html;21.01903;secondary;1;1;1;full_ownership;431;857000;PLN;ponad 14 dni temu;715 z³;3;0;0;0;0;0;0;0;59.9;05.09.2018;wooden;2015
Warszawa, Ursynów, Stryjeñskich;.;brick;block;.;Ursynów;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;parter (z 4);.;54728172;52.1356989;https://www.otodom.pl/oferta/na-sprzedaz-stylowe-mieszkanie-z-tarasem-ID3HDis.html;21.0488575;secondary;0;0;0;full_ownership;459;417000;PLN;ponad 14 dni temu;.;1;0;0;0;0;0;0;0;44;03.09.2018;plastic;2004
Warszawa, Wola;.;other;apartment;to_completion;Wola;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;4 (z 9);.;55506264;52.23113803330969;https://www.otodom.pl/oferta/bardzo-blisko-centrum-i-ii-linii-metra-ID3KTIk.html;20.936908892559813;primary;0;0;0;.;213;270418;PLN;31.08.2018;.;1;0;1;1;1;1;0;0;30.18;31.08.2018;.;.
Warszawa, Szczêœliwice;.;.;apartment;.;Szczêœliwice;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1 (z 4);urban;55066060;52.211858;https://www.otodom.pl/oferta/stara-ochota-apartament-wysoki-standard-garaz-ID3J3cg.html;20.97206;secondary;0;0;0;.;414;1250000;PLN;ponad 14 dni temu;950 z³;3;0;0;0;0;0;0;0;129;29.08.2018;.;2002
Warszawa, W³ochy, Rakowska;.;reinforced_concrete;.;.;W³ochy;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;parter (z 4);urban;55483852;52.17991;https://www.otodom.pl/oferta/szczesliwy-dom-inwestycja-w-okolicach-parku-szcze-ID3KNSQ.html;20.94782;primary;0;0;0;full_ownership;215;473600;PLN;29.08.2018;.;3;0;1;0;1;0;0;0;64;29.08.2018;.;2019
Warszawa, Wilanów, Sarmacka;17 Sierpnia 2018;.;.;.;Wilanów;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 (z 4);.;55452068;52.1639;https://www.otodom.pl/oferta/2-pokoje-miasteczko-wilanow-ID3KFCc.html;21.07591;secondary;0;0;0;.;204;650239;PLN;27.08.2018;.;2;0;0;0;0;0;0;0;61;31.08.2018;.;2006
Warszawa, Bemowo,  Powstañców Œl¹skich;.;.;block;.;Bemowo;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1 (z 8);urban;55019408;52.243815;https://www.otodom.pl/oferta/3-osobne-pok-70m2-bemowo-ul-powstancow-slaskich-ID3IR3O.html;20.9123535;secondary;0;0;0;full_ownership;531;455000;PLN;ponad 14 dni temu;.;3;0;0;0;0;0;0;0;70;ponad 14 dni temu;plastic;1991
Warszawa, Bemowo;.;.;block;.;Bemowo;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;6 (z 11);.;55112068;52.24091;https://www.otodom.pl/oferta/3-sloneczne-pokoje-na-63-metrach-bemowo-pilne-ID3Jfak.html;20.91133;secondary;0;0;0;cooperative_ownership;656;445000;PLN;ponad 14 dni temu;.;3;0;0;0;0;0;0;0;63;31.08.2018;.;1983
Warszawa, Mokotów, przy parku Promenada / ciche / loggia;.;.;block;ready_to_use;Mokotów;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;3 (z 4);urban;55453440;52.19988848;https://www.otodom.pl/oferta/mieszkanie-49-m-warszawa-ID3KFYk.html;21.03395956;secondary;1;1;0;full_ownership;573;425000;PLN;27.08.2018;405 z³;3;0;0;0;0;0;0;0;49;08.09.2018;plastic;1969
Warszawa, Praga-Po³udnie,  Wiatraczna;.;.;apartment;.;Praga-Po³udnie;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1 (z 5);.;55624888;52.2453919;https://www.otodom.pl/oferta/kameralna-inwestycja-dobra-lokalizacja-ID3LozC.html;21.0845187;primary;0;0;0;.;79;327921;PLN;07.09.2018;.;2;0;0;0;1;1;0;0;37.91;07.09.2018;.;.
Warszawa, Dolny Mokotów, Ludwika Idzikowskiego;.;.;apartment;.;Dolny Mokotów;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;1 (z 2);.;52850271;52.190488;https://www.otodom.pl/oferta/luksusowy-apartament-fort-cze-na-czerniakowie-ID3zKLJ.html;21.04006;secondary;0;0;0;.;2173;3370000;PLN;ponad 14 dni temu;.;4;0;0;0;0;0;0;0;166;28.08.2018;aluminium;2018
Warszawa, Praga-Pó³noc, Stalowa;.;.;.;.;Praga-Pó³noc;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6 (z 6);.;54778088;52.2610724;https://www.otodom.pl/oferta/czteropokojowe-mieszkanie-przy-metrze-ID3HQhy.html;21.0431214;primary;0;0;0;full_ownership;224;733700;PLN;ponad 14 dni temu;.;4;0;0;0;0;0;0;0;70.04;07.09.2018;.;2020
Warszawa, Sielce;.;.;apartment;.;Sielce;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;3 (z 6);urban;55154852;52.194157;https://www.otodom.pl/oferta/apartamenty-dla-wymagajacych-bez-prowizji-ID3Jqio.html;21.0346955;secondary;0;0;0;full_ownership;537;460860;PLN;ponad 14 dni temu;.;2;0;0;0;1;1;0;0;40.11;03.09.2018;wooden;2019
Warszawa, Wola,  Obozowa;.;other;apartment;to_completion;Wola;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;6 (z 6);.;55601804;52.2472693;https://www.otodom.pl/oferta/apartament-z-dwoma-pieknymi-tarasami-wola-ID3Lizi.html;20.9545332;primary;0;0;0;.;118;1115000;PLN;06.09.2018;.;3;0;1;1;1;1;0;0;87;06.09.2018;.;2018
Warszawa, Powiœle, Solec 24;.;reinforced_concrete;apartment;to_completion;Powiœle;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;8 (z 11);urban;53503680;52.23379498265055;https://www.otodom.pl/oferta/apartament-z-duzym-balkonem-4-pokoje-ID3CuKA.html;21.03614955872194;primary;1;1;1;full_ownership;2017;1624200;PLN;ponad 14 dni temu;.;4;1;0;1;1;1;0;0;108.28;05.09.2018;wooden;2013
Warszawa, Kêpa Tarchomiñska;21 Lipca 2018;breezeblock;block;.;Kêpa Tarchomiñska;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;2 (z 3);urban;54983544;52.33217;https://www.otodom.pl/oferta/dyskretne-przytulne-mieszkanie-dla-pary-lub-singla-ID3IHJm.html;20.93954;secondary;1;1;1;full_ownership;1333;319000;PLN;ponad 14 dni temu;.;2;0;1;0;1;0;0;0;41;05.09.2018;.;1999
Warszawa, Bielany,  Rudnickiego 10;.;brick;block;ready_to_use;Bielany;0;1;1;1;0;0;0;1;0;0;1;0;1;1;0;0;0;1;6 (z 10);urban;52338831;52.26766881015325;https://www.otodom.pl/oferta/bezposrednio-rudnickiego-3-pok-61-7m2-kom-lok-ID3xBIH.html;20.947857592065475;secondary;1;1;1;full_ownership;1923;555000;PLN;ponad 14 dni temu;600 z³;3;0;0;1;1;1;0;0;61.7;03.09.2018;plastic;2001
Warszawa, Annopol, Morelowa;.;brick;apartment;ready_to_use;Annopol;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;parter (z 5);.;55045000;52.23614;https://www.otodom.pl/oferta/mieszkanie-86-17-m-warszawa-ID3IXIA.html;21.00817;primary;0;0;0;full_ownership;313;546628;PLN;ponad 14 dni temu;7 z³;4;0;0;0;0;1;0;0;86.17;ponad 14 dni temu;.;2019
Warszawa, Wola, Kolejowa, 19. dzielnica;24 Sierpnia 2018;.;apartment;to_completion;Wola;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;5 (z 6);urban;55423108;52.22663780692085;https://www.otodom.pl/oferta/mieszkanie-na-sprzedaz-warszawa-19-dzielnica-ID3Ky56.html;20.982092357330323;secondary;0;0;0;.;506;768740;PLN;ponad 14 dni temu;.;2;0;0;0;1;1;0;0;57.8;ponad 14 dni temu;wooden;2018
Warszawa, Piaski, Aleja W³adys³awa Reymonta;14 Czerwca 2018;other;block;.;Piaski;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;parter (z 10);urban;53272324;52.27163;https://www.otodom.pl/oferta/trzy-zadbane-pokoje-na-cichych-piaskach-ID3Bvz2.html;20.93452;secondary;1;1;0;cooperative_ownership;1991;435000;PLN;ponad 14 dni temu;.;3;1;1;0;1;1;0;0;51.4;07.09.2018;.;1972
Warszawa, Praga-Pó³noc, NOWA CENA!Z BALKONEM I GARDEROB¥!ZAMIESZKAJ NA PRADZE OBOK METRA!;.;.;tenement;.;Praga-Pó³noc;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1 (z 5);.;55566608;52.2633;https://www.otodom.pl/oferta/mieszkanie-43-20-m-warszawa-ID3L9pC.html;21.02832;primary;0;0;0;full_ownership;203;388278;PLN;04.09.2018;.;2;0;0;0;1;0;0;0;43.2;04.09.2018;.;2019
Warszawa, Ursynów,  K³obucka;.;.;apartment;to_completion;Ursynów;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;2 (z 4);.;55608988;52.1635812;https://www.otodom.pl/oferta/ustawne-2-pokojowe-mieszkanie-ursynow-ID3Lkra.html;20.9922671;primary;0;0;0;.;128;365000;PLN;06.09.2018;.;2;0;0;0;1;1;0;0;44.64;06.09.2018;.;.
Warszawa, Kabaty, Al. KEN;.;.;block;ready_to_use;Kabaty;1;1;1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;0;3 (z 5);urban;55647476;52.23614;https://www.otodom.pl/oferta/sprzedam-mieszkanie-al-ken-21-ID3LurV.html;21.00817;secondary;0;1;0;cooperative_ownership;184;420000;PLN;09.09.2018;560 z³;2;0;0;0;1;1;0;0;37.8;09.09.2018;wooden;2000
Warszawa, Wola,  Syreny;.;.;apartment;.;Wola;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1 (z 6);.;55555592;52.2380747;https://www.otodom.pl/oferta/elegancka-inwestycja-300m-do-stacji-metra-plocka-ID3L6xV.html;20.9621367;primary;0;0;0;.;141;728761;PLN;04.09.2018;.;4;0;0;0;0;0;0;0;75.13;04.09.2018;.;.
Warszawa, Bia³o³êka, Zadzwoñ i dowiedz siê o promocji!;.;.;.;.;Bia³o³êka;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;parter (z 2);.;55382700;52.328832847694;https://www.otodom.pl/oferta/zadzwon-i-dowiedz-sie-o-promocji-ID3Knzm.html;21.060339052284;primary;0;0;0;.;268;238972;PLN;ponad 14 dni temu;.;2;0;0;0;0;0;0;0;37.05;29.08.2018;.;2019
Warszawa, ¯oliborz;.;reinforced_concrete;block;ready_to_use;¯oliborz;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5 (z 10);.;55602404;52.26971;https://www.otodom.pl/oferta/klimatyczne-mieszkanie-na-pieknym-zoliborzu-ID3LiIY.html;20.98462;secondary;0;0;0;.;230;449000;PLN;06.09.2018;420 z³;3;0;0;0;0;0;0;0;48;06.09.2018;.;1970
Warszawa, Targówek, 2 pokoje na Targówku;.;.;.;.;Targówek;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1 (z 2);urban;54691924;52.28238;https://www.otodom.pl/oferta/mieszkanie-36-m-warszawa-ID3HtRO.html;21.06537;primary;0;0;0;full_ownership;1022;240000;PLN;ponad 14 dni temu;.;2;0;0;0;0;0;0;0;36;04.09.2018;.;2020
Warszawa, Adama IdŸkowskiego;18 Grudnia 2017;.;tenement;.;.;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1 (z 3);.;51569620;52.23614;https://www.otodom.pl/oferta/4-pokoje-w-przedwojennej-kamienicy-przy-parku-ID3unC4.html;21.00817;secondary;0;0;0;full_ownership;839;1500000;PLN;ponad 14 dni temu;.;4;0;0;0;0;0;0;0;125;03.09.2018;.;1938
Warszawa, Praga-Pó³noc, Siedlecka;.;brick;tenement;.;Praga-Pó³noc;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2 (z 3);urban;55480716;52.2588573;https://www.otodom.pl/oferta/mieszkanie-50-m-warszawa-ID3KN4g.html;21.0580853;secondary;0;0;0;full_ownership;345;375000;PLN;29.08.2018;.;3;0;0;0;0;0;0;0;50;29.08.2018;plastic;1950
Warszawa, Goc³aw,  gen. Tadeusza Bora-Komorowskiego;26 Sierpnia 2018;brick;apartment;ready_to_use;Goc³aw;1;1;1;1;0;1;0;1;0;1;1;0;1;1;0;1;0;0;3 (z 8);urban;54883132;52.23;https://www.otodom.pl/oferta/mieszkanie-bora-komorowskiego-goclaw-ID3IhBO.html;21.08;secondary;1;1;1;cooperative_ownership_with_mortgage_register;1778;639999;PLN;ponad 14 dni temu;499 z³;3;0;1;0;1;1;0;0;72;28.08.2018;plastic;2009
Warszawa, Jelonki, Lazurowa;.;concrete_plate;block;to_renovation;Jelonki;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;3 (z 3);urban;55260672;52.228575;https://www.otodom.pl/oferta/mieszkanie-62-m-warszawa-ID3JRPa.html;20.8981151;secondary;1;1;0;.;382;405000;PLN;ponad 14 dni temu;.;3;0;0;0;0;0;0;0;62;31.08.2018;.;1978
Warszawa, ¯oliborz, Sady ¯oliborskie;.;other;block;ready_to_use;¯oliborz;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3 (z 10);urban;55301604;52.278000457764;https://www.otodom.pl/oferta/kawalerka-stary-zoliborz-gotowa-do-wprowadzenia-ID3K2tm.html;20.977999313354;secondary;0;0;0;.;378;359000;PLN;ponad 14 dni temu;.;1;0;0;0;0;0;0;0;30;06.09.2018;.;1975
Warszawa, Praga-Po³udnie,  Tadeusza Rechniewskiego;3 Sierpnia 2018;.;block;ready_to_use;Praga-Po³udnie;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;6 (z 10);urban;55140568;52.24168;https://www.otodom.pl/oferta/wyjatkowa-kawalerka-na-goclawiu-ID3JmA0.html;21.08406;secondary;0;0;0;cooperative_ownership_with_mortgage_register;423;364000;PLN;ponad 14 dni temu;440 z³;1;0;1;0;1;0;0;0;45;02.09.2018;plastic;1984
Warszawa, Górny Mokotów;1 Marca 2019;reinforced_concrete;block;ready_to_use;Górny Mokotów;1;1;1;1;1;1;0;0;0;1;1;0;1;0;0;0;0;1;> 10 (z 16);urban;55593292;52.184808505794905;https://www.otodom.pl/oferta/mieszkanie-46m-mokotow-metro-wianowska-ID3Lgm0.html;21.023875539855954;secondary;1;1;1;full_ownership;280;440000;PLN;05.09.2018;350 z³;2;0;0;0;1;0;0;0;46;05.09.2018;plastic;1980
Warszawa, Mokotów, Konduktorska;.;reinforced_concrete;block;ready_to_use;Mokotów;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;parter (z 4);.;55636536;52.1994919;https://www.otodom.pl/oferta/konduktorska-kw-2-pok-36m-gotowiec-inwestycyjny-ID3LrBu.html;21.03171481;secondary;0;0;0;full_ownership;138;389000;PLN;08.09.2018;.;2;0;0;0;0;0;0;0;35.5;08.09.2018;plastic;1965
Warszawa, Bemowo, Okrêtowa;.;brick;block;ready_to_use;Bemowo;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;parter (z 2);gas;53845508;52.2224978;https://www.otodom.pl/oferta/atrakcyjne-dwa-pokoje-z-ogrodem-na-bemowie-ID3DWFV.html;20.9031757;secondary;0;0;0;full_ownership;789;439000;PLN;ponad 14 dni temu;350 z³;2;0;0;0;0;1;0;0;49.5;08.09.2018;wooden;2006
Warszawa, Ursynów, Meander;.;.;.;.;Ursynów;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3 (z 10);.;55628620;52.1408973;https://www.otodom.pl/oferta/metro-natolin-studio-33m2-z-garazem-ID3LpxO.html;21.0533892;secondary;0;0;0;cooperative_ownership_with_mortgage_register;109;412500;PLN;07.09.2018;370 z³;1;0;0;0;0;0;0;0;33;07.09.2018;.;2004
Warszawa, Bemowo, Pe³czyñskiego;.;.;block;.;Bemowo;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;3 (z 4);urban;55568372;52.2419112;https://www.otodom.pl/oferta/mieszkanie-88-m-warszawa-ID3L9S4.html;20.9053732;secondary;0;0;0;full_ownership;164;690000;PLN;04.09.2018;750 z³;4;0;0;1;1;0;0;0;88;04.09.2018;plastic;1999
Warszawa, Praga-Pó³noc;30 Czerwca 2020;.;apartment;.;Praga-Pó³noc;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;1 (z 7);urban;55135668;52.2633005;https://www.otodom.pl/oferta/nowa-inwestycja-na-nowej-pradze-bez-prowizji-ID3JliY.html;21.0283169;secondary;0;0;0;full_ownership;469;308142;PLN;ponad 14 dni temu;.;2;0;0;0;1;1;0;0;31.77;01.09.2018;plastic;2020
Warszawa, Bia³o³êka, Stanis³awa Chudoby;.;.;house;ready_to_use;Bia³o³êka;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1 (z 1);gas;55627832;52.3259674;https://www.otodom.pl/oferta/mieszkanie-z-ogrodem-w-domu-blizniaczym-ID3Lpl6.html;21.0767169;secondary;0;0;0;full_ownership;180;589000;PLN;07.09.2018;.;4;0;0;0;0;1;0;0;120;07.09.2018;.;2006
Warszawa, Dolny Mokotów, Bukowiñska;.;.;apartment;.;Dolny Mokotów;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;9 (z 15);.;55243304;52.23614;https://www.otodom.pl/oferta/mieszkanie-na-sprzedaz-na-mokotowie-ID3JNj2.html;21.00817;secondary;0;0;0;.;494;825000;PLN;ponad 14 dni temu;.;3;0;0;0;0;0;0;0;78;ponad 14 dni temu;.;.
Warszawa, Bia³o³êka, Dwa pokoje Promocja cenowa!!!!;.;.;.;.;Bia³o³êka;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;2 (z 2);urban;54625576;52.32899;https://www.otodom.pl/oferta/mieszkanie-43-16-m-warszawa-ID3HcBG.html;21.00768;primary;0;0;0;full_ownership;533;265434;PLN;ponad 14 dni temu;.;2;0;0;0;0;0;0;0;43.16;04.09.2018;.;2019
Warszawa, Bemowo, gen. Tadeusza Pe³czyñskiego;.;.;block;ready_to_use;Bemowo;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;parter (z 5);urban;55402836;52.2419112;https://www.otodom.pl/oferta/dwupokojowe-mieszkanie-w-nowym-budownictwie-ID3KsO8.html;20.9053732;secondary;0;0;0;full_ownership;475;420000;PLN;ponad 14 dni temu;.;2;0;0;0;0;1;0;0;51.12;ponad 14 dni temu;plastic;2002
Warszawa, Ursynów, Polinezyjska;.;concrete_plate;block;to_renovation;Ursynów;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;8 (z 10);urban;55569304;52.1522605;https://www.otodom.pl/oferta/mieszkanie-68-80-m-warszawa-ID3La76.html;21.0440505;secondary;0;0;0;cooperative_ownership;199;485000;PLN;04.09.2018;550 z³;3;0;0;0;1;0;0;0;68.8;04.09.2018;plastic;1981
Warszawa, Mokotów,  Bobrowiecka;.;silikat;block;to_completion;Mokotów;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;4 (z 6);urban;55619228;52.1986108;https://www.otodom.pl/oferta/kawalerka-nowa-inwestycja-z-wlasnoscia-gruntu-ID3Ln6k.html;21.0464264;primary;1;1;0;full_ownership;93;430180;PLN;07.09.2018;.;1;0;0;1;1;1;0;0;35.29;07.09.2018;plastic;.
Warszawa, Praga-Po³udnie, GOTOWE mieszkanie na Goc³awku;.;.;.;.;Praga-Po³udnie;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;3 (z 3);.;55605396;52.237940198427;https://www.otodom.pl/oferta/mieszkanie-81-21-m-warszawa-ID3Ljwe.html;21.119724156128;primary;0;0;0;.;157;666172;PLN;06.09.2018;.;4;0;0;0;0;1;0;0;81.21;07.09.2018;.;2018
