Borough;City;Neighbourhood;Street;available;building_material;building_type;construction_status;district;equipment_dishwasher;equipment_fridge;equipment_oven;equipment_stove;equipment_tv;equipment_washing_machine;extras_air_conditioning;extras_balcony;extras_basement;extras_furniture;extras_garage;extras_garden;extras_lift;extras_separate_kitchen;extras_swimming_pool;extras_terrace;extras_two_storey;extras_usable_room;heating;latitude;link;longitude;market;media_cable-television;media_internet;media_phone;orig_street;ownership;page_views;price;price_currency;publicated;rent;rooms;security_alarm;security_anti_burglary_door;security_closed_area;security_entryphone;security_monitoring;security_roller_shutters;security_security;surface;updated;window;year_of_construction;Neighbourhood_filled;appartment_floor_no;building_floor_no;price_per_sqm;age;age_mean;age_mode;age_median;age_random;Id
praga po³udnie;warszawa;.;.;.;missing;block;ready_to_use;.;0;1;1;1;0;0;0;1;1;1;1;0;0;1;0;0;0;0;urban;52.237211001979574;https://www.otodom.pl/oferta/bezposrednio-sprzedam-w-idealnej-lokalizacji-ID3cLte.html;21.111947160852083;secondary;1;1;1;False;cooperative_ownership;480;590000.0;PLN;15;.;3;0;0;0;1;1;0;0;79;15;plastic;.;praga po³udnie;2;3;7468.354430379747;.;27.916666666666668;12.0;31.5;21.0;47371424
œródmieœcie;warszawa;muranów;burakowska;.;brick;block;to_completion;.;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;urban;52.25563;https://www.otodom.pl/oferta/widna-kuchnia-cesja-gotowe-wlasnosc-gruntu-ID3KvR2.html;20.9784059;secondary;1;1;0;True;full_ownership;440;575000.0;PLN;15;360.0;2;0;0;0;0;0;0;0;43;15;plastic;2018;muranów;4;8;13372.093023255815;1.0;1.0;1.0;1.0;1.0;55418392
praga pó³noc;warszawa;nowa praga;wileñska;.;silikat;missing;missing;.;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;missing;52.2633;https://www.otodom.pl/oferta/mieszkanie-59-33-m-warszawa-ID3IySv.html;21.02832;primary;0;0;0;False;missing;252;563635.0;PLN;15;.;2;0;0;0;1;1;0;0;59;6;missing;2018;nowa praga;5;6;9553.135593220339;1.0;1.0;1.0;1.0;1.0;54949516
targówek;warszawa;bródno;kondratowicza ludwika;2018-08-18;other;missing;missing;.;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;urban;52.2921122;https://www.otodom.pl/oferta/47m2-z-kw-mieszkanie-po-remoncie-100m-od-metram2-ID3K9Ry.html;21.0477683;secondary;0;0;0;False;cooperative_ownership;467;405000.0;PLN;15;600.0;2;0;0;0;0;0;0;0;47;15;plastic;1980;bródno;3;10;8617.021276595744;39.0;39.0;39.0;39.0;39.0;55330012
bia³o³êka;warszawa;.;.;2018-10-31;brick;block;missing;.;0;1;0;0;0;1;0;1;1;1;1;0;1;0;0;0;0;0;gas;52.329;https://www.otodom.pl/oferta/urzadzone-mieszkanie-premium-54-m2-na-zamk-osiedlu-ID3ENZC.html;21.0077;secondary;0;0;0;False;full_ownership;1358;390000.0;PLN;15;.;3;0;0;1;1;0;0;0;54;14;missing;2010;bia³o³êka;1;3;7222.222222222223;9.0;9.0;9.0;9.0;9.0;54054304
praga po³udnie;warszawa;goc³aw;wiatraczna;.;missing;block;to_completion;.;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;urban;52.2453919;https://www.otodom.pl/oferta/ustawne-przytulne-3pokoje-50m2-na-pradze-pld-ID3KU68.html;21.0845187;primary;1;1;0;True;full_ownership;202;398081.0;PLN;10;.;3;0;0;1;1;1;0;0;50;10;plastic;.;goc³aw;1;5;7961.62;1.0;1.0;1.0;1.0;1.0;55507740
ursus;warszawa;go³¹bki;magnacka;.;other;block;missing;.;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;missing;52.2;https://www.otodom.pl/oferta/mieszkanie-64-50-m-warszawa-ID3HE6U.html;20.86;secondary;0;0;0;True;missing;1453;496500.0;PLN;15;.;3;0;0;0;0;0;0;0;64;6;plastic;2010;go³¹bki;groundfloor;6;7757.8125;9.0;9.0;9.0;9.0;9.0;54731300
bia³o³êka;warszawa;tarchomin;œwiatowida;.;other;block;missing;.;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;boiler_room;52.3210652;https://www.otodom.pl/oferta/dwupokojowe-wykonczone-ID3KJAQ.html;20.9471764;secondary;0;1;0;True;full_ownership;702;265000.0;PLN;13;360.0;2;0;1;1;1;1;0;0;33;4;plastic;2007;tarchomin;2;4;8030.30303030303;12.0;12.0;12.0;12.0;12.0;55467360
rembertów;warszawa;.;.;.;missing;block;ready_to_use;.;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;urban;52.26197;https://www.otodom.pl/oferta/mieszkanie-w-doskonalej-cenie-ID3LokI.html;21.15023;secondary;1;1;0;False;full_ownership;166;444000.0;PLN;3;.;4;0;0;0;0;1;0;0;101;3;plastic;2001;rembertów;3;4;4396.039603960396;18.0;18.0;18.0;18.0;18.0;55623964
rembertów;warszawa;.;.;.;missing;missing;missing;.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;missing;52.238757726067;https://www.otodom.pl/oferta/komfortowe-mieszkanie-dla-rodziny-22min-do-centrum-ID3L1Xm.html;21.140968953153;primary;0;0;0;False;missing;161;647705.0;PLN;7;.;4;0;0;0;0;0;0;0;93;4;missing;2019;rembertów;4;5;6964.569892473119;0.0;0.0;0.0;0.0;0.0;55537948
œródmieœcie;warszawa;muranów;mi³a;.;missing;block;to_renovation;.;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;missing;52.24860833;https://www.otodom.pl/oferta/muranow-2-pokoje-inwestycja-balkon-ID3IVDC.html;20.98164126;secondary;0;0;0;True;full_ownership;617;380000.0;PLN;15;350.0;2;0;0;0;0;0;0;0;38;15;missing;1953;muranów;5;7;10000.0;66.0;66.0;66.0;66.0;66.0;55040848
praga pó³noc;warszawa;nowa praga;stalowa;.;missing;missing;missing;.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;missing;52.2610724;https://www.otodom.pl/oferta/dwa-pokoje-150m-od-metra-ID3HQhu.html;21.0431214;primary;0;0;0;True;full_ownership;271;314568.0;PLN;15;.;2;0;0;0;0;0;0;0;34;3;missing;2020;nowa praga;1;6;9252.0;0.0;0.0;0.0;0.0;0.0;54778084
mokotów;warszawa;stegny;kaukaska;.;missing;block;to_renovation;.;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;missing;52.1804262;https://www.otodom.pl/oferta/mieszkanie-43-m-warszawa-ID3KUoU.html;21.0510857;secondary;0;0;0;True;cooperative_ownership;773;340000.0;PLN;10;.;2;0;0;0;0;0;0;0;43;10;wooden;1974;stegny;4;10;7906.976744186047;45.0;45.0;45.0;45.0;45.0;55508904
ursus;warszawa;.;.;.;brick;apartment;to_completion;.;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;urban;52.2038835;https://www.otodom.pl/oferta/2-pokoje-z-jasnym-salonem-i-balkonem-na-ursusie-ID3Kk4I.html;20.8785954;primary;1;1;1;False;full_ownership;434;300000.0;PLN;15;346.72;2;0;0;0;0;0;0;0;43;15;plastic;2019;ursus;4;7;6976.7441860465115;0.0;0.0;0.0;0.0;0.0;55369268
bia³o³êka;warszawa;tarchomin;.;.;brick;block;ready_to_use;.;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;urban;52.3214964;https://www.otodom.pl/oferta/komfortowe-mieszkanie-dla-rodziny-w-super-cenie-ID3EK1a.html;20.9537984;secondary;1;1;1;False;cooperative_ownership_with_mortgage_register;2797;595000.0;PLN;15;1500.0;4;0;0;0;0;1;0;0;131;2;plastic;1996;tarchomin;3;4;4541.984732824428;23.0;23.0;23.0;23.0;23.0;54039024
bia³o³êka;warszawa;¿erañ;morelowa;.;other;apartment;to_completion;.;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;missing;52.3068501;https://www.otodom.pl/oferta/3-pokoje-w-swietnej-cenie-blisko-komunikacji-ID3Ln6Y.html;20.9876096;primary;0;0;0;True;full_ownership;112;361100.0;PLN;3;.;3;0;1;1;1;0;0;0;59;2;missing;.;¿erañ;1;5;6120.338983050848;1.0;1.0;1.0;1.0;1.0;55619268
ursynów;warszawa;ursynów-centrum;czes³awa przybylskiego;.;concrete_plate;block;to_completion;.;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;missing;52.1583071;https://www.otodom.pl/oferta/mieszkanie-58-23-m-warszawa-ID3KRgM.html;21.0529242;secondary;1;1;1;False;cooperative_ownership;288;480000.0;PLN;11;420.0;3;0;0;0;0;0;0;0;58;11;plastic;1985;ursynów-centrum;3;3;8275.862068965518;34.0;34.0;34.0;34.0;34.0;55496868
mokotów;warszawa;ksawerów;bukowiñska;.;concrete_plate;block;ready_to_use;.;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;other;52.1823249;https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-przy-metro-wilanowska-ID3KXuE.html;21.0258847;secondary;0;0;0;True;full_ownership;251;460000.0;PLN;9;.;3;0;0;0;0;0;0;0;48;9;missing;1970;ksawerów;groundfloor;10;9583.333333333334;49.0;49.0;49.0;49.0;49.0;55520792
œródmieœcie;warszawa;muranów;elektoralna;.;other;block;missing;.;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;missing;52.24;https://www.otodom.pl/oferta/mieszkanie-99-30-m-warszawa-ID3IpoA.html;21;secondary;0;0;0;True;missing;352;1150000.0;PLN;15;.;3;0;0;0;0;0;0;0;99;3;plastic;2004;muranów;4;6;11616.161616161617;15.0;15.0;15.0;15.0;15.0;54913064
mokotów;warszawa;stary mokotów;wiktorska;.;brick;apartment;missing;.;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;urban;52.1992577;https://www.otodom.pl/oferta/3-pokoje-z-garazem-przy-stacji-metra-raclawicka-ID3KtGA.html;21.0126829;secondary;1;1;0;True;full_ownership;429;1200000.0;PLN;15;1058.0;3;0;1;0;1;1;0;0;93;15;plastic;2001;stary mokotów;5;6;12903.225806451614;18.0;18.0;18.0;18.0;18.0;55406212
ochota;warszawa;stara ochota;szczêœliwicka;.;brick;block;ready_to_use;.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;urban;52.209001;https://www.otodom.pl/oferta/jednopokojowe-na-ochocie-ID3L6Hy.html;20.963303;secondary;0;0;0;True;missing;147;435000.0;PLN;6;.;1;0;0;0;0;0;0;0;46;4;missing;1994;stara ochota;groundfloor;4;9456.521739130434;25.0;25.0;25.0;25.0;25.0;55556188
bemowo;warszawa;jelonki pó³nocne;powstañców œl¹skich;.;missing;block;missing;.;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;missing;52.243815;https://www.otodom.pl/oferta/mieszkanie-95-90-m-warszawa-ID3L50g.html;20.9123535;secondary;0;0;0;True;cooperative_ownership;202;570000.0;PLN;7;740.0;4;0;0;0;0;0;0;0;96;7;wooden;2000;jelonki pó³nocne;3;4;5937.5;19.0;19.0;19.0;19.0;19.0;55549660
targówek;warszawa;bródno;toruñska;.;brick;block;to_renovation;.;0;1;1;1;0;0;0;1;1;1;0;0;0;1;0;0;0;0;urban;52.294399296694394;https://www.otodom.pl/oferta/rozkladowe-oddzielna-kuchnia-balkon-piwnica-ID3Ltlq.html;21.024281714927103;secondary;0;0;0;True;cooperative_ownership;411;405000.0;PLN;2;556.0;3;0;0;0;1;0;0;0;58;2;plastic;1962;bródno;1;4;6982.758620689655;57.0;57.0;57.0;57.0;57.0;55643228
mokotów;warszawa;.;.;2019-06-17;missing;apartment;missing;.;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;urban;52.16491;https://www.otodom.pl/oferta/open-space-obok-toru-wyscigow-konnych-sluzew-ID3J9hu.html;20.99561;primary;0;0;0;False;full_ownership;292;354910.0;PLN;15;.;1;0;0;1;1;1;0;0;36;11;missing;2019;mokotów;5;5;9858.611111111111;0.0;0.0;0.0;0.0;0.0;55089448
praga pó³noc;warszawa;nowa praga;stalowa;.;missing;missing;missing;.;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;missing;52.2610724;https://www.otodom.pl/oferta/mieszkanie-50-84-m-warszawa-ID3HPF2.html;21.0431214;primary;0;0;0;True;full_ownership;300;481848.0;PLN;15;.;2;0;0;0;0;0;0;0;51;3;missing;2020;nowa praga;5;6;9448.0;0.0;0.0;0.0;0.0;0.0;54775700
mokotów;warszawa;stary mokotów;kazimierzowska;.;missing;apartment;ready_to_use;.;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;urban;52.2030944;https://www.otodom.pl/oferta/designerski-apartament-z-sauna-i-silownia-ID3HLA0.html;21.0155615;secondary;1;1;0;True;full_ownership;608;1100000.0;PLN;15;430.0;2;0;0;0;0;1;0;0;50;4;wooden;2012;stary mokotów;5;6;22000.0;7.0;7.0;7.0;7.0;7.0;54760012
w³ochy;warszawa;raków;rakowska;.;reinforced_concrete;missing;missing;.;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;urban;52.17991;https://www.otodom.pl/oferta/mieszkanie-warszawa-szczesliwice-ID3KNT6.html;20.94782;primary;0;0;0;True;full_ownership;215;429000.0;PLN;12;.;3;0;1;0;1;0;0;0;55;12;missing;2019;raków;4;4;7800.0;0.0;0.0;0.0;0.0;0.0;55483868
rembertów;warszawa;stary rembertów;.;.;breezeblock;apartment;missing;.;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;other;52.26451687226543;https://www.otodom.pl/oferta/mieszkanie-w-rembertowie-nr-18-ID3IXOM.html;21.168565989379882;primary;1;1;1;False;full_ownership;270;405090.0;PLN;15;.;3;0;0;1;1;0;0;0;58;11;plastic;2018;stary rembertów;3;3;6984.310344827586;1.0;1.0;1.0;1.0;1.0;55045384
ursus;warszawa;czechowice;regulska;.;brick;block;to_completion;.;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;missing;52.1896674;https://www.otodom.pl/oferta/gotowe-willowy-ursus-garaz-za-1-zl-blisko-skm-ID3LciY.html;20.8755322;primary;1;1;0;True;missing;174;426180.0;PLN;5;.;3;0;0;0;1;1;0;0;60;5;plastic;2018;czechowice;2;4;7103.0;1.0;1.0;1.0;1.0;1.0;55577728
bia³o³êka;warszawa;nowodwory;pas³êcka;.;missing;block;ready_to_use;.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;missing;52.333559;https://www.otodom.pl/oferta/zadbane-3-pok-z-pieknym-ogrodem-na-tarchominie-ID3IOcY.html;20.9478239;secondary;1;1;1;True;full_ownership;1213;439000.0;PLN;15;495.0;3;0;0;0;0;0;0;0;61;4;plastic;2003;nowodwory;groundfloor;3;7196.7213114754095;16.0;16.0;16.0;16.0;16.0;55008444
mokotów;warszawa;.;.;.;brick;apartment;ready_to_use;.;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;missing;52.19832;https://www.otodom.pl/oferta/trzypokojowe-na-starym-mokotowie-w-warszawie-ID3JCG0.html;21.01715;secondary;0;0;0;False;full_ownership;356;1390000.0;PLN;15;.;3;0;0;0;0;1;0;0;88;3;missing;.;mokotów;2;5;15795.454545454546;.;9.846666666666666;15.0;11.0;0.0;55202444
bia³o³êka;warszawa;kobia³ka;ostródzka;.;brick;block;to_completion;.;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;urban;52.3039465;https://www.otodom.pl/oferta/59m2-widna-kuchnia-2-wc-2-balkony-ostatnie-ID3uFmA.html;21.0507299;primary;1;1;1;True;full_ownership;2269;340000.0;PLN;15;.;3;0;1;1;1;1;0;0;59;7;plastic;2017;kobia³ka;groundfloor;2;5762.71186440678;2.0;2.0;2.0;2.0;2.0;51637852
praga po³udnie;warszawa;goc³aw;gen. tadeusza bora-komorowskiego;2018-07-01;concrete_plate;block;missing;.;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;urban;52.22779;https://www.otodom.pl/oferta/przestronne-rodzinne-mieszkanie-ID3KWFO.html;21.09994;secondary;1;1;1;True;cooperative_ownership_with_mortgage_register;662;520000.0;PLN;10;.;4;0;0;0;1;1;0;0;74;8;missing;1980;goc³aw;1;10;7027.027027027027;39.0;39.0;39.0;39.0;39.0;55513796
mokotów;warszawa;stary mokotów;skwer jacka kaczmarskiego;.;missing;apartment;to_completion;.;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;missing;52.19057276407463;https://www.otodom.pl/oferta/ustawne-mieszkanie-w-sasiedztwie-metra-ID3KWOQ.html;21.01431758728027;primary;0;0;0;False;missing;161;1108800.0;PLN;10;.;3;0;0;0;1;0;0;0;69;7;missing;.;stary mokotów;2;8;16069.565217391304;1.0;1.0;1.0;1.0;1.0;55514356
wola;warszawa;odolany;worcella stanis³awa;.;breezeblock;block;ready_to_use;.;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;urban;52.2222453;https://www.otodom.pl/oferta/swiezo-wykonczony-apartament-na-woli-wysoki-stand-ID3LdhV.html;20.940105;secondary;1;1;1;False;full_ownership;207;799000.0;PLN;5;.;3;0;1;0;1;1;0;0;65;5;plastic;2017;odolany;4;6;12292.307692307691;2.0;2.0;2.0;2.0;2.0;55581508
ursynów;warszawa;stary imielin;nugat;.;brick;block;missing;.;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;urban;52.1558963;https://www.otodom.pl/oferta/duze-mieszkanie-z-mozliwoscia-wlasnej-aranzacji-ID3KN4I.html;21.0531538;secondary;1;1;0;True;cooperative_ownership;367;649000.0;PLN;12;.;4;0;0;1;1;1;0;0;93;12;plastic;1998;stary imielin;3;3;6978.4946236559135;21.0;21.0;21.0;21.0;21.0;55480744
praga po³udnie;warszawa;saska kêpa;zwyciêzców;.;brick;apartment;ready_to_use;.;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;urban;52.23157936;https://www.otodom.pl/oferta/przytulny-apartament-przy-ulicy-francuskiej-ID3Lf92.html;21.05776885;secondary;1;1;0;True;full_ownership;124;959000.0;PLN;5;675.0;3;0;0;0;0;1;0;0;85;1;plastic;2001;saska kêpa;2;7;11282.35294117647;18.0;18.0;18.0;18.0;18.0;55588644
mokotów;warszawa;.;.;.;missing;missing;missing;.;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;missing;52.19832;https://www.otodom.pl/oferta/pracujesz-na-mokotowieidealne-mieszkanie-na-start-ID3IYos.html;21.01715;secondary;1;1;1;False;missing;600;323840.0;PLN;15;.;2;0;0;0;0;0;0;0;35;15;missing;1968;mokotów;2;11;9252.57142857143;51.0;51.0;51.0;51.0;51.0;55047596
œródmieœcie;warszawa;œródmieœcie po³udniowe;aleje ujazdowskie;.;brick;tenement;to_renovation;.;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;urban;52.22737658;https://www.otodom.pl/oferta/4-pokojowe-mieszkanie-w-zabytkowej-kamienicy-ID3qj3u.html;21.02408234;secondary;1;1;1;True;full_ownership;3341;1570000.0;PLN;15;1238.0;4;0;0;0;0;0;0;0;98;2;plastic;1893;œródmieœcie po³udniowe;3;3;16020.408163265307;126.0;126.0;126.0;126.0;126.0;50598788
