available;building_material;building_type;construction_status;district;equipment_dishwasher;equipment_fridge;equipment_oven;equipment_stove;equipment_tv;equipment_washing_machine;extras_air_conditioning;extras_balcony;extras_basement;extras_furniture;extras_garage;extras_garden;extras_lift;extras_separate_kitchen;extras_swimming_pool;extras_terrace;extras_two_storey;extras_usable_room;floor_num;heating;latitude;link;longitude;market;media_cable-television;media_internet;media_phone;ownership;page_views;price;price_currency;publicated;rent;rooms;security_alarm;security_anti_burglary_door;security_closed_area;security_entryphone;security_monitoring;security_roller_shutters;security_security;surface;updated;window;year_of_construction;Borough;City;Neighbourhood;Street;orig_street;Id
.;brick;block;ready_to_use;wilanów;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;parter (z 4);.;52.23614;https://www.otodom.pl/oferta/mieszkanie-93-48-m-warszawa-ID3JMOg.html;21.00817;secondary;1;1;0;full_ownership;446;1090000;PLN;ponad 14 dni temu;914 z³;4;0;0;0;0;0;0;0;93.48;ponad 14 dni temu;wooden;2010;wilanów;warszawa;b³onia wilanowskie;klimczaka franciszka;False;55241396
1 Stycznia 1980;brick;block;.;mokotów;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1 (z 6);urban;52.23614;https://www.otodom.pl/oferta/super-lokalizacja-ID3yYEz.html;21.00817;secondary;0;0;0;.;1130;1250000;PLN;ponad 14 dni temu;.;3;0;1;1;1;1;0;0;115;07.09.2018;.;2000;mokotów;warszawa;wierzbno;bielawska;True;52665315
9 Marca 2018;brick;apartment;ready_to_use;mokotów;1;1;1;1;0;1;0;1;0;0;1;0;1;0;0;0;0;1;7 (z 7);urban;52.1927764;https://www.otodom.pl/oferta/sprzedam-bezposrednioapartament-93m-marina-mokotow-ID3AckL.html;20.9895015;secondary;1;1;1;full_ownership;145;1090000;PLN;ponad 14 dni temu;800 z³;3;1;1;1;1;1;0;0;93;03.09.2018;plastic;2006;mokotów;warszawa;wyglêdów;rajska;True;52956231
.;.;block;to_renovation;praga-pó³noc;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;parter (z 3);.;52.2638943;https://www.otodom.pl/oferta/mieszkanie-68-71-m-warszawa-ID3KyeA.html;21.033247;secondary;1;1;0;full_ownership;372;500000;PLN;ponad 14 dni temu;670 z³;3;0;0;0;0;0;0;0;68.71;ponad 14 dni temu;wooden;1985;praga pó³noc;warszawa;nowa praga;namys³owska;True;55423696
.;brick;block;.;mokotów;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2 (z 4);.;52.1909286;https://www.otodom.pl/oferta/dwupokojowe-z-balkonem-na-mokotowie-ID3K7A4.html;21.0077927;secondary;0;0;0;full_ownership;2644;365000;PLN;ponad 14 dni temu;450 z³;2;0;0;0;0;0;0;0;34;ponad 14 dni temu;.;1975;mokotów;warszawa;wierzbno;joliot-curie fryderyka;False;55321240
.;.;block;.;mokotów;0;1;1;1;0;1;0;1;1;1;0;0;0;1;0;0;0;0;2 (z 3);urban;52.16943939999999;https://www.otodom.pl/oferta/3-pok-z-balkonem-na-zielonym-os-arbuzowa-ID3vvuL.html;21.053601500000013;secondary;1;1;0;.;10910;458000;PLN;ponad 14 dni temu;.;3;0;1;0;1;0;0;0;60;04.09.2018;plastic;1990;mokotów;warszawa;stegny;arbuzowa;True;52080419
.;brick;tenement;.;saska kêpa;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;3 (z 4);urban;52.2355285;https://www.otodom.pl/oferta/saska-kepa-2-pokoje-kamienica-ID3Auht.html;21.0637005;secondary;0;0;0;cooperative_ownership;6941;418000;PLN;ponad 14 dni temu;600 z³;2;0;0;0;0;0;0;0;48.59;06.09.2018;plastic;1960;praga po³udnie;warszawa;saska kêpa;londyñska;True;53025219
.;brick;row_house;to_completion;bia³o³êka;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;parter (z 2);.;52.32899;https://www.otodom.pl/oferta/nowe-ul-cieslewskich-106m2-ID3JRy4.html;21.00768;secondary;1;1;0;full_ownership;859;499000;PLN;ponad 14 dni temu;210 z³;4;0;1;0;0;1;0;0;80;ponad 14 dni temu;plastic;2018;bia³o³êka;warszawa;szamocin;ogrody przyjació³;True;55259612
.;.;apartment;.;bia³o³êka;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1 (z 3);.;52.3289879;https://www.otodom.pl/oferta/dla-rodziny-bezposredni-dojazd-do-metra-ID3LdlK.html;21.0076792;primary;0;0;0;.;129;337000;PLN;05.09.2018;.;3;0;0;0;1;1;0;0;52;05.09.2018;plastic;2018;bia³o³êka;warszawa;.;.;False;55581744
.;.;apartment;ready_to_use;.;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;4 (z 6);urban;52.16152688;https://www.otodom.pl/oferta/mieszkanie-blisko-galerii-mokotow-ID3IgdG.html;20.99861627;secondary;1;1;1;full_ownership;489;450000;PLN;ponad 14 dni temu;.;2;0;0;0;0;1;0;0;48.03;07.09.2018;plastic;2016;mokotów;warszawa;s³u¿ewiec;k³obucka;True;54877792
.;.;.;to_completion;czerniaków;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;2 (z 2);.;52.19488;https://www.otodom.pl/oferta/mokotow-4-pokojowy-apartament-ID3IZj2.html;21.06708;primary;0;0;0;.;361;892768;PLN;ponad 14 dni temu;650 z³;4;0;0;0;0;1;0;0;97.04;26.08.2018;.;2018;mokotów;warszawa;czerniaków;.;False;55051104
.;.;tenement;.;ochota;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;parter (z 3);.;52.20997;https://www.otodom.pl/oferta/mieszkanie-73-38-m-warszawa-ID3HQGM.html;20.96727;secondary;0;0;0;.;348;1140000;PLN;ponad 14 dni temu;.;2;0;0;0;0;0;0;0;73.38;07.09.2018;.;1924;ochota;warszawa;.;.;False;54779652
.;brick;block;.;wola;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3 (z 3);.;52.2424752;https://www.otodom.pl/oferta/mieszkanie-45-m-warszawa-ID3KpM8.html;20.9956744;secondary;0;0;0;.;333;470000;PLN;ponad 14 dni temu;.;2;0;0;0;0;0;0;0;45;31.08.2018;plastic;1959;wola;warszawa;nowolipki;aleja „solidarnoœci”;False;55391180
.;reinforced_concrete;block;ready_to_use;œródmieœcie;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;6 (z 10);urban;52.2357172;https://www.otodom.pl/oferta/kawalerka-w-srodmiesciu-ID3KlPK.html;21.0052947;secondary;0;0;0;.;351;349000;PLN;ponad 14 dni temu;.;1;0;0;0;0;0;0;0;20;06.09.2018;.;1968;wola;warszawa;mirów;bagno;True;55376028
.;.;.;.;praga-po³udnie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 (z 4);.;52.2208056;https://www.otodom.pl/oferta/4-pokoje-77m2-po-remoncie-ID3JWic.html;21.1001203;secondary;0;0;0;.;453;495000;PLN;ponad 14 dni temu;.;4;0;0;0;0;0;0;0;77;28.08.2018;.;.;praga po³udnie;warszawa;goc³aw;plac kotarbiñskiego tadeusza;False;55274004
31 Lipca 2018;breezeblock;apartment;.;wawer;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;1;1;1 (z 2);gas;52.19622;https://www.otodom.pl/oferta/apartamenty-rodzinne-taras-na-dachu-lub-ogrod-140m-ID3EeUI.html;21.17823;primary;0;1;1;full_ownership;5777;750000;PLN;ponad 14 dni temu;50 z³;5;1;1;1;1;1;0;0;122.5;09.09.2018;plastic;2019;wawer;warszawa;anin;kobryñska;True;53919460
.;other;block;ready_to_use;praga-pó³noc;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;8 (z 10);urban;52.2522738;https://www.otodom.pl/oferta/idealna-lokalizacja-z-pieknym-widokiem-na-stolice-ID3JGFe.html;21.0490441;secondary;1;1;0;cooperative_ownership;692;379000;PLN;ponad 14 dni temu;.;3;0;0;0;1;0;0;0;47;08.09.2018;plastic;1968;praga pó³noc;warszawa;szmulowizna;kijowska;True;55217772
.;.;block;to_renovation;mokotów;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;parter (z 10);.;52.1917857;https://www.otodom.pl/oferta/mieszkanie-38-m-warszawa-ID3Lp9i.html;20.9902671;secondary;0;0;0;cooperative_ownership;283;319000;PLN;07.09.2018;.;2;0;0;0;0;0;0;0;38;08.09.2018;.;1970;mokotów;warszawa;wyglêdów;etiudy rewolucyjnej;True;55627100
.;brick;tenement;.;wola;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;parter (z 6);.;52.2354122;https://www.otodom.pl/oferta/urokliwa-kamienica-metro-wysokosc-3-1-m-ID3KKig.html;20.9671397;secondary;0;0;0;.;247;548000;PLN;28.08.2018;.;2;0;0;0;0;0;0;0;59;28.08.2018;.;1950;wola;warszawa;m³ynów;dzia³dowska;True;55470052
.;.;block;.;sielce;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2 (z 5);urban;52.2005721;https://www.otodom.pl/oferta/mieszkanie-44-52-m-warszawa-ID3L9Sk.html;21.029504;secondary;1;1;0;full_ownership;168;433000;PLN;04.09.2018;600 z³;2;0;1;0;1;0;0;0;44.52;04.09.2018;plastic;1950;mokotów;warszawa;sielce;konduktorska;True;55568388
.;.;block;.;goc³aw;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;4 (z 5);urban;52.229415;https://www.otodom.pl/oferta/ciche-rozkladowe-na-zielonym-goclawiu-ID35bG6.html;21.0971736;secondary;1;1;0;cooperative_ownership;1505;889000;PLN;ponad 14 dni temu;1 000 z³;5;0;0;0;0;0;0;0;127.5;ponad 14 dni temu;wooden;1994;praga po³udnie;warszawa;goc³aw;gen. leopolda okulickiego;True;45565542
.;brick;apartment;.;wola;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;2 (z 16);.;52.2344281;https://www.otodom.pl/oferta/mieszkanie-71-m-warszawa-ID3L9R2.html;20.976939;secondary;0;0;0;full_ownership;153;910000;PLN;04.09.2018;.;3;0;0;1;1;0;0;0;71;04.09.2018;.;2016;wola;warszawa;mirów;karolkowa;True;55568308
.;brick;apartment;ready_to_use;wilanów;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;4 (z 4);urban;52.163201;https://www.otodom.pl/oferta/sloneczny-penthouse-prywatna-winda-2-tarasy-ID3yJVw.html;21.0744699;secondary;0;0;0;.;2718;1747000;PLN;ponad 14 dni temu;1 180 z³;4;0;0;0;0;1;0;0;144;ponad 14 dni temu;.;2008;wilanów;warszawa;wilanów królewski;sarmacka;True;52608767
18 Czerwca 2018;concrete_plate;block;ready_to_use;¿oliborz;1;1;1;1;0;0;0;1;1;0;1;0;1;0;0;0;0;0;8 (z 10);urban;52.26695663400824;https://www.otodom.pl/oferta/bezposrednio-2-pok-43m2-po-remoncie-wys-standard-ID3Goag.html;20.960116552392577;secondary;1;1;1;full_ownership;3392;459000;PLN;ponad 14 dni temu;320 z³;2;0;1;0;1;0;0;0;43;06.09.2018;plastic;1970;bielany;warszawa;s³odowiec;w³adys³awa broniewskiego;True;54431676
.;other;block;.;mokotów;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;> 10 (z 12);urban;52.188984;https://www.otodom.pl/oferta/mieszkanie-102-m-warszawa-ID3L9Qo.html;21.0064458;secondary;0;0;0;full_ownership;150;1120000;PLN;04.09.2018;720 z³;4;0;0;1;1;0;0;0;102;04.09.2018;plastic;2006;mokotów;warszawa;wierzbno;woronicza jana paw³a;False;55568268
.;.;.;.;ursynów;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 (z 4);.;52.1603431483;https://www.otodom.pl/oferta/mieszkanie-61-52-m-warszawa-ID3IYkI.html;20.993812052393;primary;0;0;0;.;286;481000;PLN;ponad 14 dni temu;.;3;0;0;0;0;0;0;0;61.52;ponad 14 dni temu;.;2020;ursynów;warszawa;.;.;False;55047364
.;.;block;to_completion;bemowo;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;3 (z 3);.;52.23824636958341;https://www.otodom.pl/oferta/ustawne-mieszkanie-w-pieknej-inwestycji-ID3KVVU.html;20.89285767354126;primary;0;0;0;.;229;541703;PLN;31.08.2018;.;3;0;0;0;0;0;0;0;68.57;05.09.2018;.;.;bemowo;warszawa;jelonki pó³nocne;gen. meriana c. coopera;True;55518700
.;brick;.;to_renovation;œródmieœcie;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1 (z 5);.;52.218403;https://www.otodom.pl/oferta/piekne-klimatyczne-3pok101mkamienica-super-adres-ID3EDyU.html;21.01559;secondary;0;1;0;full_ownership;1576;1120000;PLN;ponad 14 dni temu;700 z³;3;0;0;0;0;1;0;0;101;ponad 14 dni temu;plastic;1938;œródmieœcie;warszawa;œródmieœcie po³udniowe;jaworzyñska;True;54014208
.;.;.;.;rembertów;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;.;52.26307;https://www.otodom.pl/oferta/mieszkanie-72-23-m-warszawa-ID3vfRu.html;21.14584;primary;0;0;0;.;1015;418934;PLN;ponad 14 dni temu;.;4;0;0;0;0;0;0;0;72.23;08.09.2018;plastic;2018;rembertów;warszawa;.;.;False;52016480
.;reinforced_concrete;block;to_renovation;dolny mokotów;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;4 (z 4);urban;52.17774146;https://www.otodom.pl/oferta/okazja-od-reki-dla-inwestora-dla-rodziny-stegny-ID3KRri.html;21.05661222;secondary;1;1;1;.;239;895000;PLN;30.08.2018;560 z³;3;0;0;0;0;0;0;0;53;30.08.2018;plastic;1974;mokotów;warszawa;stegny;egejska;True;55497520
.;reinforced_concrete;apartment;to_completion;praga-po³udnie;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;> 10 (z 17);urban;52.2449097;https://www.otodom.pl/oferta/m4-103-m2-loggia-w-zrealizowanej-inwestycji-ID3KA4s.html;21.0887778;primary;1;1;0;.;260;975512;PLN;ponad 14 dni temu;.;4;0;0;1;1;1;0;0;102.61;ponad 14 dni temu;.;.;praga po³udnie;warszawa;kamionek;grochowska;True;55430756
.;.;.;.;mokotów;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;parter;.;52.19832;https://www.otodom.pl/oferta/osiedle-krzemowe-k-013-ID3JGpV.html;21.01715;primary;0;0;0;.;384;532671;PLN;ponad 14 dni temu;.;3;0;0;0;0;0;0;0;70.56;08.09.2018;.;.;mokotów;warszawa;.;.;False;55216824
.;brick;tenement;ready_to_use;stare bielany;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;3 (z 3);urban;52.277703;https://www.otodom.pl/oferta/eleganckie-3-pokojowe-mieszkanie-przy-metrze-ID3KoHq.html;20.956908;secondary;1;1;0;full_ownership;500;590000;PLN;ponad 14 dni temu;450 z³;3;0;0;0;0;0;0;0;50;03.09.2018;plastic;1955;bielany;warszawa;stare bielany;.;False;55387044
.;brick;tenement;.;.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 (z 5);.;52.24;https://www.otodom.pl/oferta/mieszkanie-60-68-m-warszawa-ID3K8Za.html;20.99;secondary;0;0;0;.;463;559000;PLN;ponad 14 dni temu;.;3;0;0;0;0;0;0;0;60.68;01.09.2018;plastic;1950;wola;warszawa;nowolipki;smocza;True;55326640
24 Sierpnia 2018;concrete_plate;block;.;praga-po³udnie;0;0;1;1;0;1;0;1;1;1;0;0;0;1;0;0;0;0;parter (z 4);urban;52.229252299791256;https://www.otodom.pl/oferta/3-pokoje-ul-okulickiego-65m2-415-000-zl-ID3KwaE.html;21.09899137990112;secondary;1;1;1;.;1120;415000;PLN;ponad 14 dni temu;490 z³;3;0;0;0;1;0;0;0;64.53;ponad 14 dni temu;plastic;1990;praga po³udnie;warszawa;goc³aw;gen. leopolda okulickiego;True;55411920
.;brick;block;ready_to_use;¿oliborz;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;8 (z 15);urban;52.287998779297;https://www.otodom.pl/oferta/zoliborz-2007r-2pok-przy-parku-kepa-potocka-balkon-ID3K8ZC.html;20.987999542236;secondary;0;1;0;.;617;499000;PLN;ponad 14 dni temu;.;2;0;0;0;0;1;0;0;43.1;07.09.2018;.;2007;bielany;warszawa;marymont-ruda;gwiaŸdzista;True;55326668
29 Sierpnia 2018;.;apartment;to_completion;œródmieœcie;0;0;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;5 (z 16);urban;52.234298143982556;https://www.otodom.pl/oferta/metro-city-link-mieszkanie-przy-stacji-metra-wola-ID3KLrO.html;20.976466116175054;primary;1;1;1;full_ownership;409;549275;PLN;29.08.2018;.;2;0;1;1;1;1;0;0;43.25;09.09.2018;plastic;2018;wola;warszawa;ulrychów;wolska;True;55474488
.;reinforced_concrete;block;ready_to_use;bemowo;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;6 (z 11);urban;52.2506181;https://www.otodom.pl/oferta/ustawne-3-pokoje-na-bemowie-ID3JiEE.html;20.9247116;secondary;1;1;1;cooperative_ownership;555;440000;PLN;ponad 14 dni temu;590 z³;3;0;0;0;0;0;0;0;65;01.09.2018;plastic;1983;bemowo;warszawa;bemowo-lotnisko;kaden-bandrowskiego juliusza;False;55125480
.;.;block;to_completion;bia³o³êka;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;parter (z 3);boiler_room;52.3521386;https://www.otodom.pl/oferta/dwupokojowe-mieszkanie-41-m2-z-ogrodem-47-m2-ID3Ldo0.html;21.0387888;primary;1;1;0;.;175;230346;PLN;05.09.2018;.;2;0;0;1;1;1;0;0;40.69;05.09.2018;plastic;.;bia³o³êka;warszawa;kobia³ka;mochtyñska;True;55581884
.;aerated_concrete;apartment;to_completion;nowa praga;0;0;0;0;0;0;0;1;1;0;1;1;1;1;0;0;0;1;1 (z 8);urban;52.26151;https://www.otodom.pl/oferta/klimatyczna-praga-przedwojenne-kamienice-parki-ID3L3ME.html;21.0339;primary;0;0;0;full_ownership;152;319500;PLN;03.09.2018;9 z³;1;0;0;0;0;0;0;0;30.33;03.09.2018;plastic;2021;praga pó³noc;warszawa;nowa praga;.;False;55544972
.;concrete_plate;block;.;bródno;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1 (z 4);.;52.29;https://www.otodom.pl/oferta/mieszkanie-38-m-warszawa-ID3K7mv.html;21.04;secondary;0;0;0;.;410;338000;PLN;ponad 14 dni temu;.;2;0;0;0;0;0;0;0;38;06.09.2018;plastic;1973;targówek;warszawa;bródno;chodecka;True;55320400
18 Czerwca 2018;brick;block;ready_to_use;stary rembertów;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1 (z 4);urban;52.272966804031455;https://www.otodom.pl/oferta/warszawa-rembertow-sady-rembertowskie-30-5m-garaz-ID3Grvg.html;21.1515500553894;secondary;1;1;1;full_ownership;4156;218000;PLN;ponad 14 dni temu;380 z³;1;0;0;1;1;1;0;0;30.5;29.08.2018;plastic;2005;rembertów;warszawa;stary rembertów;.;False;54444572
.;.;.;.;praga-pó³noc;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3 (z 5);.;52.26145247659;https://www.otodom.pl/oferta/mieszkanie-na-start-metro-ID3Knxi.html;21.041158925934;primary;0;0;0;.;251;311373;PLN;ponad 14 dni temu;.;1;0;0;0;0;0;0;0;32.77;29.08.2018;.;2019;praga pó³noc;warszawa;.;.;False;55382572
.;reinforced_concrete;block;to_renovation;bemowo;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;2 (z 3);urban;52.2541538;https://www.otodom.pl/oferta/mieszkanie-79-m-warszawa-ID3JKxG.html;20.9125767;secondary;1;1;0;full_ownership;217;499000;PLN;ponad 14 dni temu;.;4;0;0;0;0;0;0;0;79;06.09.2018;plastic;1982;bemowo;warszawa;fort radiowo;apeniñska;True;55232680
.;.;apartment;ready_to_use;saska kêpa;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;parter (z 3);.;52.235892;https://www.otodom.pl/oferta/apartament-z-ogrodkiem-na-saskiej-kepie-ID3IJs4.html;21.060426;secondary;1;1;0;full_ownership;470;2400000;PLN;ponad 14 dni temu;1 600 z³;4;0;0;0;0;1;0;0;136;ponad 14 dni temu;wooden;2008;praga po³udnie;warszawa;saska kêpa;walecznych;True;54990160
.;.;block;.;praga-po³udnie;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;2 (z 8);urban;52.2247239;https://www.otodom.pl/oferta/mieszkanie-73-m-warszawa-ID3L9QY.html;21.0934482;secondary;0;0;0;full_ownership;133;759000;PLN;04.09.2018;770 z³;3;0;0;1;1;0;0;0;73;04.09.2018;plastic;2012;praga po³udnie;warszawa;goc³aw;gen. tadeusza bora-komorowskiego;False;55568304
.;other;apartment;to_completion;mokotów;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;5 (z 6);.;52.19832;https://www.otodom.pl/oferta/apartament-w-spokojnej-czesci-mokotowa-2-balkony-ID3JV3V.html;21.01715;primary;0;0;0;full_ownership;291;1432290;PLN;ponad 14 dni temu;.;4;0;1;0;1;1;0;0;111.03;05.09.2018;wooden;.;mokotów;warszawa;sielce;bobrowiecka;True;55276964
.;.;.;to_completion;w³ochy;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;5 (z 5);urban;52.2112085;https://www.otodom.pl/oferta/taras-144m2-terany-zielone-okazja-ID3L1pC.html;20.9161956;secondary;0;0;0;full_ownership;189;970000;PLN;03.09.2018;.;4;0;0;1;1;1;0;0;108;03.09.2018;plastic;2018;w³ochy;warszawa;nowe w³ochy;nike;True;55535856
.;other;block;to_renovation;wola;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;> 10 (z 11);urban;52.2447177;https://www.otodom.pl/oferta/dwa-pokoje-z-opcja-na-3-okolice-metra-daszynskiego-ID3Jkg8.html;20.9774473;secondary;0;0;0;full_ownership;555;419000;PLN;ponad 14 dni temu;.;2;0;0;0;0;0;0;0;47;05.09.2018;.;.;wola;warszawa;nowolipki;okopowa;True;55131648
.;.;block;ready_to_use;grochów;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3 (z 4);urban;52.24396515;https://www.otodom.pl/oferta/3-pokoje-widna-kuchnia-balkon-ID3JV4c.html;21.09951401;secondary;0;0;0;full_ownership;523;430000;PLN;ponad 14 dni temu;590 z³;3;0;0;0;0;0;0;0;61.3;ponad 14 dni temu;.;1980;praga po³udnie;warszawa;grochów;.;False;55276980
.;.;apartment;to_completion;grochów;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1 (z 5);urban;52.2449097;https://www.otodom.pl/oferta/wiatraczna-bez-prowizji-ID3IlDm.html;21.0887778;primary;0;0;0;full_ownership;406;310362;PLN;ponad 14 dni temu;.;2;0;0;0;0;0;0;0;35.88;07.09.2018;plastic;2019;praga po³udnie;warszawa;grochów;.;False;54898604
.;other;block;.;ochota;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;10 (z 10);urban;52.2103359;https://www.otodom.pl/oferta/ochota-2-pokoje-38m2-ustawne-ID3Ln5u.html;20.9712206;secondary;1;1;1;cooperative_ownership;234;315000;PLN;07.09.2018;580 z³;2;0;1;0;1;0;0;0;38;07.09.2018;wooden;1974;ochota;warszawa;.;.;False;55619176
.;.;block;to_renovation;bemowo;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;2 (z 3);.;52.23824636958341;https://www.otodom.pl/oferta/przestronne-mieszkanie-w-spokojnej-okolicy-ID3KOIs.html;20.89285767354126;primary;0;0;0;.;234;613382;PLN;29.08.2018;.;3;0;0;0;0;0;0;0;79.66;05.09.2018;.;.;bemowo;warszawa;jelonki pó³nocne;gen. meriana c. coopera;True;55487052
.;.;.;to_renovation;bia³o³êka;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;3 (z 4);.;52.32022;https://www.otodom.pl/oferta/mieszkanie-50-50-m-warszawa-ID3JCqI.html;21.03253;secondary;0;0;0;full_ownership;657;299900;PLN;ponad 14 dni temu;.;2;0;0;0;0;0;0;0;50.5;07.09.2018;wooden;2010;bia³o³êka;warszawa;.;.;False;55201496
.;.;apartment;to_completion;wilanów;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1 (z 2);urban;52.1688399;https://www.otodom.pl/oferta/prestizowa-willowa-okolica-atrakcyjna-cena-ID3K6OU.html;21.1158806;primary;0;0;0;full_ownership;430;413000;PLN;ponad 14 dni temu;.;2;0;0;1;1;1;0;0;45.35;06.09.2018;.;.;wilanów;warszawa;zawady;zaœciankowa;True;55318316
.;.;block;to_renovation;¿oliborz;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1 (z 3);urban;52.2608094;https://www.otodom.pl/oferta/mieszkanie-48-m-warszawa-ID3L9XS.html;20.9683115;secondary;0;0;0;.;205;434000;PLN;04.09.2018;445 z³;3;0;0;0;1;0;0;0;48;04.09.2018;plastic;1965;¿oliborz;warszawa;sady ¿oliborskie;przasnyska;True;55568732
.;.;.;.;bia³o³êka;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;.;52.3415853;https://www.otodom.pl/oferta/bezposrednio-dewel-autobusy-do-metra-tez-gotowe-ID3LiZa.html;21.0662461;primary;0;0;0;.;144;207000;PLN;06.09.2018;.;2;0;0;0;0;0;0;0;33;06.09.2018;.;2018;bia³o³êka;warszawa;.;.;False;55603408
.;brick;tenement;to_renovation;bemowo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 (z 3);urban;52.24337354133124;https://www.otodom.pl/oferta/przestronne-do-remontu-w-kamienicy-ID3Kxgv.html;20.91240499893696;secondary;0;0;0;full_ownership;326;699000;PLN;ponad 14 dni temu;400 z³;5;0;0;0;0;0;0;0;112;27.08.2018;wooden;1950;bemowo;warszawa;lotnisko;powstañców œl¹skich;True;55419972
16 Maja 2018;other;block;ready_to_use;goc³aw;1;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;2 (z 3);.;52.2266484902957;https://www.otodom.pl/oferta/nowoczesnie-wykonczony-apartament-do-wprowadzenia-ID3E9Kc.html;21.08467777252197;secondary;0;0;0;full_ownership;6836;490000;PLN;ponad 14 dni temu;430 z³;2;0;1;0;1;0;0;0;56.5;06.09.2018;plastic;1982;praga po³udnie;warszawa;goc³aw;.;False;53899588
.;.;block;to_renovation;wawrzyszew;0;1;1;1;0;1;0;1;1;1;0;0;1;1;0;0;0;0;8 (z 10);urban;52.28458579368183;https://www.otodom.pl/oferta/sloneczne-ustawne-mieszkanie-blisko-metra-okazja-ID3HSMs.html;20.931723472253847;secondary;1;1;1;cooperative_ownership;4601;388000;PLN;ponad 14 dni temu;330 z³;3;0;1;0;1;0;0;0;54.5;08.09.2018;wooden;1978;bielany;warszawa;wawrzyszew;.;False;54787692
.;.;.;.;wola;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;parter (z 5);.;52.23338;https://www.otodom.pl/oferta/mieszkanie-67-m-warszawa-ID3KKd2.html;20.95718;secondary;0;0;0;.;224;655000;PLN;28.08.2018;.;3;0;0;0;0;0;0;0;67;29.08.2018;.;.;wola;warszawa;.;.;False;55469728
